,0,1,2,3,4,5,6,7
25,7.5,No tiene datos,Alejandro Alcondez,Alejandro Alcondez,"Death itself is not traumatic rather the life that dies inside of you while you remain with breath this is the life of Pablo Pastor. Corrupt and deceitful people have stolen a precious stone known by the indigenous tribe as the Cielito Lindo, which is believed to bring much needed rain back to the desert-like village of the Tahuromara Tribe. Pablo is forced to abandon... Leer todo",91,Cielito lindo,tt0473343
26,No tiene datos,No tiene datos,Mark L. Feinsod,Mark L. Feinsod,"Photographer Barnard Jacobs is dying. What seems as bad to him is that Ashley, the woman he's in love with, can't bring herself to admit her own feelings for him. She's too wrapped up in her own cocaine addiction and a desire to find a wealthy husband. During a typical New York City evening, shallow fashionista Madeleine begs Barnard to call Ashley for drugs. When Ash... Leer todo",92,The Deafening Silence of a Very Bright Light,tt0475983
27,6.6,No tiene datos,Sky Christopherson,Sky Christopherson,"Freediver Max Avery (Justin Flint Williford) journeys to his inner-most depths as he pursues competitive freediving as a relief from a chronic lung disease. Yet his passion for the extreme sport is widening a rift between him and his father (Mark Brunetti), a physician, who hears his son's risky descents will cost him his life. As Max trains for one last world record ... Leer todo",60,The Greater Meaning of Water,tt0479051
28,5.8,47,Chris D'Arienzo,Chris D'Arienzo,"Barry Munday wakes up after being attacked to realize that he's missing his family jewels. To make matters worse, he learns he's facing a paternity lawsuit filed by a woman he can't remember having sex with.",95,Barry Munday,tt0482461
29,6.6,No tiene datos,Takeshi Kobayashi,"Chika Kan, Shunji Iwai",Four boys have their friendship and musical talents tested in the ever changing worlds of the music industry and real life in 1990s Japan.,119,Bandeiji,tt0482459
30,No tiene datos,71,Arthur J. Mangano,Arthur J. Mangano,A female doctor falls for a married city mayor.,102,A Woman Is a Woman,tt0483839
31,7.0,No tiene datos,Rudy Luna,Rudy Luna,"Primemates is a disturbing and honest conversation among four men in an exclusive cigar shop. They talk about love, relationships, and sex. While exploring men's fascination with younger women, Primemates delves into many political taboos usually associated with the intellectual.",82,PrimeMates,tt0490199
32,6.5,70,Elizabeth Allen Rosenbaum,Laurie Craig,"Tratando de desmentir su imagen de molesta y conflictiva, Ramona diseña varias estrategias para ganar dinero y así aliviar los problemas económicos de su familia.",104,Ramona y su hermana,tt0493949
33,6.7,No tiene datos,Suri Krishnamma,Joanna LancasterMichael Singh,No tiene datos,100,Good Sharma,tt0494229
34,6.5,No tiene datos,José Farinha,"Maria José Morgado, José Vegar, Vicente Alves do Ó",No tiene argumento,85,O Inimigo Sem Rosto,tt0495037
35,5.8,No tiene datos,David Mickey Evans,Marshall Sylver,No tiene datos,No tiene datos,Tranced,tt0499608
36,6.7,49,Edward Zwick,Charles Randolph,"En el Pittsburgh de los años 90, un vendedor de medicamentos inicia una relación con una joven que padece la enfermedad de Parkinson.",112,Amor y otras drogas,tt0758752
37,3.9,No tiene datos,Ryan Combs,Ryan Combs,A young drug dealer sells his soul to the devil in order to become the #1 seller on the block.,83,King of the Avenue,tt0770778
38,6.2,80,Tanya Hamilton,Tanya Hamilton,"In 1976, complex political and emotional forces are set in motion when a young man returns to the race-torn Philadelphia neighborhood where he came of age during the Black Power movement.",90,Night Catches Us,tt0775543
39,7.5,No tiene datos,Sylvain Chomet,Sylvain Chomet,"Un ilusionista francés se queda sin trabajo y decide viajar a Escocia, donde conoce a una joven mujer. La vida de ambos para siempre.",80,El ilusionista,tt0775489
40,6.2,No tiene datos,Víctor González,"Huili Raffo, Víctor González",A well-intentioned novice priest tries to stay out of two older clerics' criminal scheme. Until money and a girl come into play.,123,El cielo elegido,tt0774519
41,5.8,33,Joe Johnston,Andrew Kevin Walker,"Al regresar a su tierra ancestral, un hombre estadounidense es mordido, y posteriormente maldecido, por un hombre lobo.",103,El hombre lobo,tt0780653
42,7.4,62,Justin Chadwick,Ann Peacock,The story of an 84 year-old Kenyan villager and ex Mau Mau veteran who fights for his right to go to school for the first time to get the education he could never afford.,103,The First Grader,tt0790663
43,6.0,7,Géla Babluani,Géla Babluani,"Un joven ingenuo asume la identidad de un muerto y se ve envuelto en un mundo subterráneo de poder, violencia y azar donde los hombres apuestan a puerta cerrada sobre la vida de otros hombres.",91,13,tt0798817
44,6.0,No tiene datos,Elias Goday,"Elias Goday, Sara Lim, Henry Thomas",An almost fatal injury gives a young man his challenge of a lifetime.,119,Ironmen,tt0800092
45,6.7,No tiene datos,Nicole Mosleh,Nicole Mosleh,"Claire and Robert spend most of their time in a house they own in the beautiful and remote countryside in Italy. Their life seems to be perfect. But when Claire's sister gets murdered in the very same house, the traumatic event shakes up their relationship. Disappointment, fear and resentment they swept under the rug for years, resurface. Revealing the dark side of a ... Leer todo",83,Nemesis,tt0800353
46,7.1,58,Anna Boden,Anna Boden,Un adolescente clínicamente deprimido comienza de nuevo después de ingresar a una sala de psiquiatría para adultos.,101,Una historia casi divertida,tt0804497
47,5.7,50,Ajay Naidu,Heather Burns,"Ashes is the story of a young Indo-American man who struggles in the inner city of New York to support himself and his mentally ill older brother. When a group of small time Indian gangsters offer Ashes an easy road to wealth, he pursues them with vigor. With his brother's health on the decline and Ashes on a steady path towards hardcore crime, Ashes must try to choos... Leer todo",77,Ashes,tt0815101
48,7.7,55,Rob Reiner,Rob Reiner,Dos estudiantes de secundaria empiezan a sentirse atraídos el uno por el otro a pesar de ser polos opuestos.,90,Mi primer amor,tt0817177
49,6.7,No tiene datos,Christopher Noice,Julie Matthews,Qué ocurre en la redacción de un pequeño pueblo cuando se rumorea que el Mesías va a servir sopa en la fiesta de una iglesia local.,No tiene datos,Soupernatural,tt0818172
50,5.5,43,Katherine Brooks,Katherine Brooks,A woman suffering from multiple personality disorder tries to piece back together her life.,89,Waking Madison,tt0831280
51,7.0,92,Lisa Cholodenko,Lisa Cholodenko,Dos niños concebidos por inseminación artificial llevan a su padre biológico a conocer su poco habitual vida familiar.,106,Los chicos están bien,tt0842926
52,7.5,92,Ben Affleck,Peter Craig,"Un hábil grupo de ladrones roba un banco y mantiene como rehén a Claire, la subdirectora. Las cosas empiezan a complicarse cuando uno de los miembros de la banda se enamora de Claire.",125,The Town: Ciudad de ladrones,tt0840361
53,3.6,No tiene datos,Douglas S. Younglove,Douglas S. Younglove,Horrific murders which once lived only in a young man's nightmares suddenly begin occurring in chilling reality in his hometown.,94,Killer by Nature,tt0844866
54,5.2,0,Neil Jones,Stuart Brennan,"The story of Howard Winstone is a compelling one. Howard became Featherweight Champion of the World at the age of 29 in 1968. What makes Howard's story quite remarkable is that as a young man he lost the tips of three fingers in an industrial accident of his home town of Merthyr Tydfil. The accident was so severe that he was unable to make a fist with his right hand, ... Leer todo",121,Risen,tt0850709
55,5.1,No tiene datos,Martin Müller,"Jan Bubela, Martin Müller, Zdenka Zvarová",Game of the reminiscence of the woman in the labyrinth of the city and time.,75,Bloudím,tt0852939
56,6.8,No tiene datos,Martica De Cardenas,Martica De Cardenas,"Reluctant to enjoy her holiday with family, a contemptuous teen runs away and journeys through a time trip with a spiritual being who shows her the inevitable nature of destiny and her ability to change it.",No tiene datos,A Summer Song,tt0853002
57,6.0,No tiene datos,András Vágvölgyi B.,"István Eörsi, László Eörsi, Frigyes Gödrös",In the summer of 1959 Béla Kreuzer - a loader and gambler - is handcuffed and arrested. He is placed in detention and at first he thinks this is because his dubious activities on the racecourse but it soon turns out that the reason is his participation in the revolution in 1956. During the investigation old friends turn their backs on him as does his girlfriend. The o... Leer todo,111,Kolorádó Kid,tt0856796
58,5.8,No tiene datos,Robert Young,Hugh Janes,"A black comedy about an old rogue named Wally, who breaks all the rules to fulfill an old friends dying wish to be buried at sea.",88,Wide Blue Yonder,tt0858500
59,5.1,No tiene datos,Jerry Turner,Travis Michael Holder,"A closeted TV star and his recently disabled, much younger lover find the older man has a troubled, streetwise, 15-year-old homophobic son he never knew existed to add to their already strained household.",83,"Surprise, Surprise",tt0871893
60,6.6,86,Nicole Holofcener,Nicole Holofcener,"En la ciudad de Nueva York, un marido y su mujer se enfrentan con las nietas de la anciana que vive en el apartamento que posee la pareja.",87,Encuentros en Nueva York,tt0878835
61,5.8,35,Ryan Murphy,Ryan Murphy,"""Una mujer casada se da cuenta de lo infeliz que es realmente su matrimonio, y de que su vida tiene que ir en una dirección diferente. Después de un doloroso divorcio, ella emprende un viaje alrededor del mundo para """"encontrarse a sí misma"""".""",133,Come Reza Ama,tt0879870
62,3.8,78,Benjamin Gourley,Benjamin Gourley,"Leon and TJ are best friends and repo men. After ten years, with a high school reunion looming, Leon wants out of the repo business. TJ has concocted a hair-brained scheme to steal all the cars they've repoed. When the plan fails, it falls to Leon to save TJ from his own plan.",97,Repo,tt0887161
63,5.5,No tiene datos,Haim Bouzaglo,Haim Bouzaglo,Two Maroccon organized crime families suffer the tragedies of their respective lives.,118,Kavod,tt0887751
64,6.1,53,Josh Gordon,Jeffrey Eugenides,"Siete años después del hecho, un hombre se da cuenta de que él fue el donante de esperma para el hijo de su mejor amigo.",101,Un pequeño cambio,tt0889573
65,6.5,42,Gary Winick,Jose Rivera,"Sophie sueña con convertirse en escritora. Viaja a Verona, donde descubre una plaza en la que la gente deja cartas de amor no correspondido.",105,Cartas a Julieta,tt0892318
66,7.1,76,Larysa Kondracki,Larysa Kondracki,"Basada en las experiencias de Kathryn Bolkovac, una policía de Nebraska que sirvió como oficial de paz en la posguerra de Bosnia y denunció públicamente a Naciones Unidas por encubrir un escándalo de tráfico sexual.",112,La verdad oculta,tt0896872
67,4.9,31,Luke Kasdan,Luke Kasdan,A troubled music manager on the edge returns from Los Angeles to North Carolina to care for his sick father.,89,Don't Fade Away,tt0899145
68,6.2,60,Il Lim,Il Lim,"Flyn tiene la misión de matar a los hombres que violaron a su esposa Olivia. Él llevará una doble vida como asesino y como marido. Mientras lleva a cabo su venganza, le surgirá un amigo inesperado, un sacerdote, quien se preocupará de él.",No tiene datos,Acts of Violence,tt0902247
69,5.7,No tiene datos,Michael Mandell,Michael Mandell,A futuristic thriller about a politically incorrect television personality who is forced to change his identity after several death attempts by his government.,109,Eager to Die,tt0907731
70,5.2,No tiene datos,Antoine Blossier,"Antoine Blossier, Erich Vogel","PREY tells the story of Nathan (BEAU TRAVAIL'S Gregoire Colin) who is at a countryside retreat for a Fall family reunion that he expects to be particularly stormy. Claire, his wife, has to announce her pregnancy and there are tough decisions that need to be made to prevent the family's pesticides business from closing down. But on the first night that the family gathe... Leer todo",90,Proie,tt0907305
71,7.0,66,Gregor Jordan,Peter Woodward,"Una importante amenaza surge para los Estados Unidos cuando tres dispositivos nucleares están controlados por un único terrorista. Dos días antes de que se activen, dos agentes del FBI tendrán que decidir hasta dónde están dispuestos a llegar para encontrarlos.",97,Amenazados,tt0914863
72,6.7,No tiene datos,Antoinette Beumer,"Marnie Blok, Karin van Holst Pellekaan, Heleen van Royen","After giving birth to her first child, a happily-married woman sees her picture-perfect life spiral out of control.",100,De gelukkige huisvrouw,tt0920459
73,5.0,No tiene datos,Katie Torpey,Shaun O'Sullivan,"A young American woman is found dead on a beach in Ireland under mysterious circumstances. Her best friend, refusing to believe it was an accident, travels to the remote fishing village to investigate what really happened to her.",84,Truth About Kerry,tt0923954
74,3.7,36,Marc Goldstein,Marc Goldstein,Synopsis Henry and Jack are two famous and talented pianists: they are rivals and try to outdo each other in the various music events where they regularly compete. They have known each other since their days at the music academy and developed a very strong friendship. They met Lana there and Jack had an affair with her then. This friendship deteriorated along the year... Leer todo,85,"Glenn, the Flying Robot",tt0934446
75,4.3,No tiene datos,Jason Konopisos-Alvarez,Jason Konopisos-Alvarez,A man travels through corporate corruption and his own sin to find his soul.,92,The Waiter,tt0934981
76,7.0,87,John Cameron Mitchell,David Lindsay-Abaire,"La historia sigue a un matrimonio que está tratando de superar la muerte de su hijo de cuatro años, fallecido en un accidente automovilístico. Adaptación a la gran pantalla de la novela 'Abaire', de David Lindsay, ganadora del Premio Pulitzer en categoría de drama.",91,Los secretos del corazón,tt0935075
77,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt0942906
78,6.8,53,Paul Greengrass,Brian Helgeland,Un oficial del ejército estadounidense asignado a buscar armas de destrucción masiva en una región inestable entra en clandestinidad tras recibir información errónea.,115,Green Zone: Distrito protegido,tt0947810
79,8.0,85,Darren Aronofsky,Mark Heyman,"Una bailarina comprometida obtiene el papel principal en una producción de el Lago de los Cisnes de Tchaikovsky, lo cual pondrá a prueba su cordura.",108,Cisne negro,tt0947798
80,6.1,56,Michael Winterbottom,John Curran,Un ayudante de sheriff del oeste de Texas se revela poco a poco como un asesino psicótico.,109,El demonio bajo la piel,tt0954947
81,6.6,44,Ridley Scott,Brian Helgeland,"En la Inglaterra del siglo XII, Robin y su banda se enfrentan a la corrupción en su localidad y lideran una rebelión contra la corona que cambiará el equilibrio de poder para siempre.",140,Robin Hood,tt0955308
82,7.2,67,Zak Forsman,Zak Forsman,"""Heart of Now"" concerns a young woman with a profound longing for a sense of family. Devastated by her boyfriend's sudden withdrawal from their relationship, she is whisked across a contrast of urban, natural and emotional landscapes. She confronts the deeper issues at the very heart of her suffering, and finds transcendence in a brief moment at the very heart of now.",90,Heart of Now,tt0960067
83,6.2,No tiene datos,Garik Sukachyov,"Ivan Okhlobystin, Nataliya Pavlovskaya, Garik Sukachyov",A young woman Sasha meets a hippie leader and finds trouble.,110,Dom Solntsa,tt0962764
84,7.8,91,David O. Russell,Scott Silver,"Basado en la historia de Micky Ward, un joven boxeador que intenta escapar de la sombra de su hermano mayor, más famoso pero problemático, y conseguir su propia oportunidad de alcanzar la grandeza.",116,The Fighter,tt0964517
85,6.9,56,Robert Redford,James D. Solomon,"Una mujer sufre el odio de la nación cuando es acusada de complicidad en el asesinato de Lincoln, y debe confiar en su abogado para destapar la verdad y salvar su vida.",122,La conspiración,tt0968264
86,4.5,22,Rob Schneider,Boon Collins,A man finally finds faith in himself after the rest of world puts its faith in him; the sole being on earth who can save mankind from its own destruction - The Chosen One.,2010,The Chosen One,tt0970926
87,7.4,No tiene datos,Gustavo Charif,"Gustavo Charif, Andrés Onna","A great magician and escapologist, is able to escape from most difficult places, but is unable to escape from his ordinary reality. Soon he understands that is faced his hardest challenge: go out from his country.",70,La razón,tt0970955
88,4.8,No tiene datos,Carl Colpaert,"Carl Colpaert, Domenic Siclari",A ghost story set in the city of dreams.,102,The Land of the Astronauts,tt0974584
89,4.7,11,James Quattrochi,Salvatore Polisi,"NYC, 1972: After a bloody mob war all summer, the 5 mob families keep the peace at Sinatra Club with Gotti's upcoming silver heist as a joint venture.",88,Sinatra Club,tt0975738
90,6.8,79,Doug Liman,Jez Butterworth,"La agente de la CIA, Valerie Plame, descubre que su identidad supuestamente se filtró por el gobierno como venganza por un artículo de opinión que su esposo escribió criticando a la administración Bush.",108,Caza a la espía,tt0977855
91,7.8,No tiene datos,Orville Matherson,Junior Powell,"When Ricky Myers (Orville Matherson) , a talented black dancer of Jamaican descent, is caught selling drugs in Augusta, Ga. he is sentenced to four months probation. During which he is required to teach at a training center in the predominately white community of Johnsonville, Ga. While there he encounters a student with an ailing mother, Grace (Susan Lahout), needs $... Leer todo",No tiene datos,A Dance for Grace,tt0984113
92,4.7,9,Brooks Branch,Brooks Branch,"NYC, 1979: Gabriel and Annie's marriage is falling apart with only their daughter holding it together. Gabriel quits his architect job to become a playwright, writing about his life. Annie and Liz leave.",97,Múltiples sarcasmos,tt0984210
93,4.4,No tiene datos,Hemant Madhukar,Hemant Madhukar,"A spate of unexpected events jolted Rahul as soon as he landed from U.S. Now, Rahul finds himself trapped in his own flat, completely cut off from the world. The only companion he has is a ghost, a ghost that will not let go of him.",103,A Flat,tt0988655
94,6.3,29,Lasse Hallström,Jamie Linden,Un drama romántico sobre un soldado que se enamora de un estudiante universitario conservador mientras está de vacaciones en casa.,108,Querido John,tt0989757
95,6.4,49,Paul T. Scheuring,Paul T. Scheuring,"26 hombres son escogidos para participar en un estudio psicológico en el que adoptan los roles de guardas y presos, y que finalmente se sale de control.",96,El experimento,tt0997152
96,7.0,64,Szabolcs Hajdu,Szabolcs Hajdu,"In order to regain custody of her daughter, whom she left in the care of her fortune-telling aunt, Mona must tell a social worker her story. The tale she spins---and the movie we watch---is a wild, surreal adventure in which people are able to project and enter each other's dreams, and our heroine is sold into slavery and lands in a swank, debauched Liverpool brothel ... Leer todo",105,Bibliothèque Pascal,tt0997035
97,No tiene datos,No tiene datos,Paolo Aralla,"Raman Turhan, Lavinia Zuffrè","A compelling story of crimes occurring over a period of a few days, police chief Juri and his team must find out the truth despite numerous dangers, in search of the murderer and the need to capture him before other victims do. A thriller with many unexpected surprises until the last minute.",No tiene datos,Rosso autunno,tt10010654
98,8.0,No tiene datos,Dina Ciraulo,Dina Ciraulo,Based on a true story about self-taught naturalist and cult icon Opal Whiteley.,79,Opal,tt1008015
99,7.3,No tiene datos,Donald Flaherty Fajardo,Donald Flaherty Fajardo,Four men discover the importance of friendship when one is faced with a life-altering decision.,91,The Steamroom,tt1008046
100,7.8,No tiene datos,Mike Ahuja,Mike Ahuja,"A film that attempts to reconstruct the expected, while taking you on a journey through the heart of a young man battling his addiction of love, life, and obsession. This is a sick and twisted love story that tackles the ""Love is blind"" theme in a whole new innovative fashion.",No tiene datos,Love Sick Diaries,tt1010270
101,5.2,0,Kelly L. King,Nicole Abisinio,"A 20-something slacker girl meets a handsome rebel at her best friend's funeral. She partners up with him and through a series of cons, finds her path to independence and love.",93,Prime of Your Life,tt1016226
102,6.5,69,Floria Sigismondi,Floria Sigismondi,"Una película biográfica sobre la banda de rock de chicas adolescentes de la década de 1970 The Runaways, donde se explora la relación entre los miembros de la banda Cherie Currie y Joan Jett.",106,The Runaways,tt1017451
103,No tiene datos,No tiene datos,Gísli Örn Garðarsson,"Georg Büchner, Gísli Örn Garðarsson","About a young man struggling to make the best from what life has dealt him. A hostage to fortune, class and his sadistic superiors, Woyzeck's fate is played out in a series of nightmarish encounters. He stumbles through a world of macabre carnival, sexual betrayal and cruel oppression, pursued by the demons of his own paranoid fantasies. Pushed beyond breaking point, ... Leer todo",80,Woyzeck 2010,tt10195742
104,No tiene datos,No tiene datos,Isaac Combs,Isaac Combs,A Los Angeles crime saga focuses on a detective who turns his back on his drug lord younger brother.,101,Deal,tt1020011
105,6.6,45,Marc Evans,"Laurence Coriat, Marc Evans",A young Welsh couple travel to Argentina to work on their relationship.,119,Patagonia,tt1020559
106,6.3,60,Neil Marshall,Neil Marshall,Un grupo disidente de soldados romanos lucha por su vida tras las líneas enemigas después de que su legión sea devastada en un ataque de guerrilla.,97,Centurión,tt1020558
107,7.2,No tiene datos,Abbas Kiarostami,Abbas Kiarostami,"En la Toscana, un escritor británico de mediana edad conoce a una mujer francesa que lo lleva al pueblo de Lucignano.",106,Copia certificada,tt1020773
108,No tiene datos,No tiene datos,Lawrence Kopelman,Bernard Koppleman,The story of stand up comedian Jimmy Randall and his conflicts in finding success in his career and holding on to the love of his life at the same time.,98,Rising Star,tt1022884
109,7.3,74,Peter Weir,Peter Weir,"Los escapados del Gulag siberiano viajan 4,000 millas a pie hacia la libertad en India.",133,Camino a la libertad,tt1023114
110,No tiene datos,No tiene datos,Bob Anderson,Danielle Mayo,No tiene datos,No tiene datos,What About Cuba?,tt10240942
111,6.2,55,Oliver Stone,Allan Loeb,"Ahora fuera de prisión pero aún deshonrado, Gordon Gekko trabaja con su futuro yerno, un corredor de bolsa idealista, cuando ve la oportunidad de derrotar a un enemigo de Wall Street y reconstruir su imperio.",133,Wall Street 2: El dinero nunca duerme,tt1027718
112,7.2,64,Randall Wallace,Mike Rich,"En 1973, Penny Chenery Tweedy y sus compañeros guían a su precoz semental hacia los tres récords de la Triple Corona.",123,Secretariat,tt1028576
113,No tiene datos,No tiene datos,Haresh Patel,Mukesh Malvankar,No tiene argumento,No tiene datos,Sawariya lai de ho rangni chudi,tt10309458
114,No tiene datos,No tiene datos,Sanjay Suryavanshi,No tiene datos,No tiene datos,No tiene datos,Jai Balaji Mehndipur Wale,tt10323662
115,6.8,47,Albert Hughes,Gary Whitta,Un hombre solitario se abre camino a través de una América postapocalíptica para proteger un libro sagrado que contiene los secretos para salvar a la humanidad.,118,El libro de Eli,tt1037705
116,5.0,37,Amit Gupta,Amit Gupta,"Tripp is an average frustrated chump, who comes up with a golden idea. He partners with Gary, a Wall Street wheeler and dealer, and brings his cousin, Rowan, on-board to help with his business. As Tripp and Rowan journey together for business, Tripp learns about Rowan's extraordinary skills- skills in attracting women. The duo realizes that business and relationships ... Leer todo",110,Let the Game Begin,tt1041778
117,No tiene datos,No tiene datos,Michael Alexa Pitts,Michael Alexa Pitts,"'O: love, beauty, pain, struggle' is the story of Sascha and Ethan as they unyieldingly travel through a journey of self reflection and recognition of choice. 'O: love, pain, beauty' elucidates our growth as human beings to walk a path of pain, struggle and beauty, yet somehow at the other end of that road, although all may seem to have changed, nothing has changed. '... Leer todo",79,"O: love, beauty, pain, struggle",tt10417654
118,7.2,No tiene datos,Agni Shridhar,Agni Shridhar,"Trigger-happy cop ACP Shankar discovers that he shares a past with the deceased son of the house he is stuck in during Hindu Muslim riots--and thus begins his journey of questioning his methods and the real meaning of God, peace, law, and truth.",No tiene datos,Tamassu,tt10428942
119,6.4,No tiene datos,Marcel Grant,Marcel Grant,"Tom Jackson is perceived as having everything: a great career, a beautiful wife - in short - a perfect life. But behind this facade of perfection, Tom is a man living a lie.",90,Just Inès,tt1042974
120,6.2,No tiene datos,Oskar Santos,Daniel Sánchez Arévalo,"Diego es un médico inmune al dolor ajeno, pero tras recibir un disparo su realidad cambia.",107,El mal ajeno,tt1043800
121,3.4,No tiene datos,George VanBuskirk,"George Van, Buskirk",Evil invades a children's spiritual retreat.,99,Camp Hell,tt1047449
122,6.6,63,Rob Epstein,Rob Epstein,"As Allen Ginsberg talks about his life and art, his most famous poem is illustrated in animation while the obscenity trial of the work is dramatized.",84,Howl,tt1049402
123,6.5,80,Anthony Waller,"Pauley Perrette, Raymond Kurzweil, Anthony Robbins",Computer avatar saves the world from self-replicating microscopic robots.,79,The Singularity Is Near,tt1049412
