,0,1,2,3,4,5,6,7
31,4.0,20,Lorena David,Scott Duncan,"A handsome and talented college student, David Morales, is devastated when a bum knee causes him to lose his scholarship to the University of San Diego. Unwilling to disappoint his proud mother, Morales wastes no time in looking for a job to pay his way through school. So when he meets the mysterious Professor Darabont who offers him a very well paying job to transpor... Leer todo",94,Outta Time,tt0279750
32,5.9,No tiene datos,Malcolm D. Lee,"John Ridley, Michael Mc, Cullers","Cuando ""El Hombre"" intenta hacer descarrilar la campaña presidencial de un candidato negro, Undercover Brother y sus compañeros agentes secretos acuden al rescate.",86,Undercover brother (El hermano secreto),tt0279493
33,6.1,No tiene datos,Luis Mandoki,Greg Iles,La familia Jennings lucha por la vida de su hija cuando ella es secuestrada por una banda de ladrones expertos.,106,Atrapada,tt0280380
34,3.5,No tiene datos,Djamel Bensalah,"Djamel Bensalah, Gilles Laurent","In exchange for a sum of four million dollars that must be paid to them by Carlito, the boss of the Mafia in Saint-Denis, Tacchini, Sami, Yaya and Kader pretend to be top athletes and engage in a raid worldwide.",94,El Raid,tt0281108
35,5.6,No tiene datos,Joel Schumacher,"Gary M. Goodman, David Himmelstein, Jason Richman","Cuando un agente de la CIA, educado en la Ivy League, es asesinado durante una operación, la agencia secreta recluta a su hermano gemelo.",125,9 días,tt0280486
36,6.1,No tiene datos,Walter Hill,David Giler,"Cuando el campeón de los pesos pesados George Iceman Chambers ingresa en prisión, el gánster residente organiza un combate de boxeo con el actual campeón de la cárcel.",96,Invicto,tt0281322
37,6.8,81,Neil Marshall,Neil Marshall,Un ejercicio militar rutinario se convierte en una pesadilla en las tierras remotas de Escocia.,105,Dog Soldiers,tt0280609
38,6.0,No tiene datos,Scott Roberts,Scott Roberts,"3 brothers are in and out of prison in connection with heists planned by their lawyer et al. He gets them out for the heists and ""looks after"" the money and one's wife.",102,El gran golpe,tt0280490
39,3.5,No tiene datos,Dusty Nelson,Dusty Nelson,"A fire chief (Gunn) is investigating the cause of a string of blazes that threaten to destroy her small town, while at the same time dealing with her teen daughter's rebelliousness.",91,Atrapados por el fuego,tt0282613
40,5.7,No tiene datos,Kari Skogland,Kari Skogland,"Liberty, the wife of a gun manufacturer, is held hostage at a hot dog stand by a sniper seeking revenge.",96,En el punto de mira,tt0280870
41,5.4,No tiene datos,Gérard Pirès,Mark Ezra,A gang of extreme sportsmen raises the stakes in their criminal activities.,83,Riders,tt0282552
42,4.7,No tiene datos,Uwe Janson,Jens Urban,"The Surgeon Steffen is innocently accused of the murders of women that have taken place in the city in recent months. Attempts to clear his identity are hampered by the fact that he has recently been sitting and watching his colleague Katharina from a distance in her home. To put everything right, he takes the police's talkative psychologist hostage and sets out in se... Leer todo",95,Nachts im Park,tt0280974
43,6.5,No tiene datos,Neil Jordan,Auguste Le Breton,Un jugador empedernido entrado en años está perdiendo y decide robar el Casino de Monte Carlo. Alguien ha informado a la policía ya antes de que haga su primer movimiento.,109,El buen ladrón,tt0281820
44,5.1,No tiene datos,Gerry Lively,Rolfe Kanefsky,"A private detective, a young woman, bank robbers and crooked cops all embark on a chase for a piece of paper that will lead them to three million dollars.",95,Shattered Lies,tt0282481
45,5.5,No tiene datos,Ken Sanzel,Ken Sanzel,An actor in a Wild West show must become a mythical Western Hero when a biker gang descends upon a small Montana town.,90,Héroe solitario,tt0282695
46,6.4,No tiene datos,Olivier Marchal,Olivier Marchal,"Franck Chaievski and Nina Delgado are two undercover detectives of a French special force trying to identify two corrupts members of the Paris Police Force. Franck is pretending to be a gangster and Nina a prostitute living with him, and involved in a robbery of a fortune in diamonds, having seven deaths and some injured persons.",90,Gangsters,tt0282515
47,3.6,No tiene datos,Dasari Narayana Rao,Dasari Narayana Rao,No tiene argumento,180,Kondaveeti Simhasanam,tt0280845
48,6.6,No tiene datos,Kôichi Sakamoto,"Carlton Holder, Makoto Yokoyama","A pair of small time thieves bungle their biggest heist, get pulled into a scheme of deadly deceit and ultimately stumble onto a second chance to redeem themselves.",95,Wicked Game,tt0283143
49,4.4,No tiene datos,Christian Duguay,Timothy Scott Bogart,"Mientras filman un anuncio, unos entusiastas de los deportes extremos interrumpen sin darse cuenta a un grupo de terroristas.",93,Riesgo extremo,tt0283160
50,5.8,No tiene datos,John Schmidt,"Patrick Egan, Robert Pierce",Two professional solo climbers form an uneasy partnership after a successful rescue mission grants them the gift of a lifetime.,98,El ascenso,tt0283999
51,6.1,18,Cess Silvera,Cess Silvera,"Deportados desde los Estados Unidos, dos traficantes de drogas (Ky-Mani Marley, Spragga Benz) viajan a Miami y continúan sus violentos caminos.",95,Shottas,tt0281190
52,5.2,No tiene datos,David Mackay,"Thomas Ian Griffith, Greg Mellott","In an Alaskan fishing town, a local crime boss suspects a local fisherman knows where his stolen money is, but this fisherman is no regular Joe.",100,Engaño mortal,tt0283942
53,3.4,No tiene datos,Giordano Gederlini,"Alexandre Coquelle, Matthieu Le Naour, Giordano Gederlini","A descendant of a cursed, ancient clan, is investigating the gruesome murder of a video game designer.",90,Samurais,tt0284457
54,6.0,No tiene datos,Kar Lok Chin,Tak-Sam Leong,"Takashi Okamura is back on another wacky adventure. This time he is mistaken for a foreign assassin, which leads to him being chased by a maverick martial arts master, an oddball cop, the gangsters who hired him and the true assassin.",104,Mou man tai 2,tt0284323
55,6.7,No tiene datos,Florent-Emilio Siri,"Florent-Emilio Siri, Jean-François Tarnowski","Las alianzas cambian cuando un vehículo blindado con un jefe de la mafia albanesa escapa de un ejército mafioso conduciendo dentro de un almacén, en el que una banda francesa está robando ordenadores y otros objetos.",107,Nido de avispas,tt0280990
56,5.7,38,Richard Gale,Richard Gale,"Two med students on a road trip are falsely accused of murder by a corrupt local Sheriff, setting off a wild chase and a deadly comedy of errors. As they struggle to survive, every move the students make sends them deeper into trouble.",90,Pressure,tt0283559
57,5.9,No tiene datos,Alain Berbérian,"Alexandre Coquelle, Manuel Delilez, Thomas Langmann","It is the story of two types: Moltes a criminal in prison and Reggio one of the guards. Crazy adventures happen when following a winner ticket to Africa, they competes in a rally and are chased by the Turk, a sworn enemy of Moltes.",107,El embolao,tt0283957
58,4.8,No tiene datos,Bill Corcoran,John Patus,"After the Rapture and the revealing of the identity of the Antichrist, a group of converts form the Tribulation Force, a secret society with the sole purpose of converting non-believers to Christianity.",94,Desaparecidos: La resistencia,tt0283644
59,5.5,No tiene datos,Tom Dey,Jorge Saralegui,Mitch es un malhumorado policía que tendrá que aliarse con otro agente muy diferente a él para la grabación de un reality show policial.,96,Showtime,tt0284490
60,No tiene datos,No tiene datos,Dennis Lefevre,No tiene datos,No tiene datos,No tiene datos,Gentlemen of the Hunt,tt0285136
61,8.0,No tiene datos,Ezio Massa,Jorge Bechara,"Daniel and Nico (Daniel's 10 years old son) returns to 'Redemption' his hometown: There's an old time friend, a woman and a secret.. Sun rises 2 cars arrives to the town.. The MANHUNT Begins.",90,Cacería,tt0284935
62,6.2,No tiene datos,Drew Daywalt,Drew Daywalt,A crook quietly plots his revenge against the boss who murdered his brother while working for him.,101,El plan: Un golpe a todo volumen,tt0286152
63,5.3,No tiene datos,Robert Rodriguez,Robert Rodriguez,"Los hermanos Cortez parten hacia una isla misteriosa, donde se encuentran con un científico genético y un grupo de niños espías rivales.",100,Spy Kids 2: La isla de los sueños perdidos,tt0287717
64,6.5,No tiene datos,Craig McCracken,Charlie Bean,El origen de las supernenas y por qué dedicaron su vida a luchar contra el crimen y las fuerzas del mal.,73,Las supernenas: La película,tt0289408
65,4.3,No tiene datos,Jorge Olguín,"Carolina García, Jorge Olguín","When student journalism major Carmilla meets a gang of role-playing kids, they introduce her to a vampire game called Eternal Blood. But is it just a game?",108,Sangre Eterna,tt0287665
66,2.9,No tiene datos,Josh Olson,Josh Olson,Horror tale of insects which eat their victims from the inside out.,84,Infestados,tt0287497
67,4.5,No tiene datos,James Bruce,"Matthew Goodman, Paul Sampson","Two long lost brothers and one hacker take on the CIA and the Mob. Dodging multiple hit squads, they try to stay one step ahead of the army of agents and Wise Guys gunning to get them whacked.",91,Eliminado,tt0289616
68,4.8,No tiene datos,Bryan Goeres,Zani Leo,A reporter on the trail of a series of homicides uncovers a shady plot featuring an experimental drug.,103,La última fase,tt0289758
69,No tiene datos,No tiene datos,Damon Stout,Damon Stout,"Quick cash, fake diamonds, and a triple-cross... When an out of work Gulf War vet (Leo) is offered some quick cash as a bodyguard, he jumps at the chance. His job is to escort a diamond courier from the airport to a large wholesaler in L.A. ...simple enough. Unfortunately for Leo, the security boss (Sal) who hired him plans to steal the diamonds. Add two corrupt detec... Leer todo",85,Bulldog,tt0289877
70,5.4,No tiene datos,Kevin Donovan,"Phil Hay, Matt Manfredi, Michael J. Wilson",Un desventurado chófer debe ocupar el lugar de un agente secreto en coma utilizando su esmoquin especial cargado de artilugios.,98,El esmoquin,tt0290095
71,4.2,No tiene datos,Jorge Montesi,Rob Gilmer,"Una agente del gobierno traicionada corre hacia la frontera, pero arriesga su seguridad al ayudar a una pareja que está siendo acosada por narcotraficantes mientras los perseguidores del agente la buscan.",90,Una mujer sin ley,tt0290014
72,6.4,No tiene datos,Michael A. Martinez,"Wil H. Harris, Tim Jahn, Michael A. Martinez",A group of wayward astronauts returning from a long mission to Ganymede crash land on a planet very much like earth. The problem is that the mysterious inhabitants are murderous lunatics out to kill every one of them... or so it seems.,50,An Enraged New World,tt0291150
73,5.4,No tiene datos,Alexandre Arcady,"Alexandre Aja, Alexandre Arcady, Patrick Cauvin",The story of two ex-legionnaires in a mission of political assasination in Romania. A candid portrayal of the human side of assassins.,110,Entre chiens et loups,tt0290594
74,No tiene datos,No tiene datos,Dasari Narayana Rao,VijayshantiArun Kumar DasariPrakash Raj,No tiene datos,No tiene datos,Rifles,tt0292641
75,3.2,No tiene datos,Adrian Popovici,"Nicu Covaci, Ioan Cãrmãzan, Ted Nicolaou",No tiene argumento,90,Dracula the Impaler,tt0290912
76,6.8,No tiene datos,Louis Leterrier,Luc Besson,"Frank trabaja transportando paquetes sobre los que no pregunta nada, y se gana la vida muy bien así. Las cosas se complican cuando un día uno de los paquetes se empieza a mover.",92,Transporter,tt0293662
77,4.3,No tiene datos,Jean-Pierre Roux,Brad Mirman,"Alex, un asesino que toca el piano, consigue un trabajo como guardaespaldas en Ciudad del Cabo para Robert y su linda hija, Erika. Cuando Alex salva a Robert por segunda vez, se dirigen a las montañas.",94,The Piano Player,tt0293509
78,4.4,No tiene datos,Yin Nam,"Yiu Ting Hon, Yin Nam",A frustrated ex-cop trains four young adults as assassins to take out the a gang of bad guys the law couldn't (or wouldn't) prosecute.,87,Saat sau kwong lung,tt0293199
79,4.6,No tiene datos,Peter Pau,"Julien Carbon, Thomas Chung, Laurent Courtiaud","Una hermana y un hermano, son llamados por una secta de monjes budistas para recuperar un artefacto de sus antepasados.",103,El secreto del talismán,tt0293660
80,6.3,No tiene datos,Álex de la Iglesia,Jorge GuerricaechevarríaÁlex de la Iglesia,"Julián y varios de sus colegas, que alguna vez se ganaron la vida con los westerns estadounidenses filmados en España, ahora se ven reducidos a hacer espectáculos de acrobacias para un público minúsculo.",124,800 balas,tt0292886
81,6.6,83,Sanjay Gupta,Sanjay Gupta,Six bank robbers trying to pull off the perfect heist discover one of them is an undercover cop.,154,Kaante,tt0294662
82,4.1,No tiene datos,Z. Lokman,"Shaleen Cheah, Jasmine Deo, Jaira Gomez","A Malaysian Government agency led by Madame X, try to get the lost treasure on a sunken ship (""Mendam Berahi"") in Sulu Sea. 3 Beautiful agents try to find the treasure, but they must fight the evil Datuk Azmi, an old enemy of Madame X.",98,Mendam Berahi,tt0293412
83,6.1,No tiene datos,Lee Dong-Joon,Lee Gwang-Seop,"A failed assassination attempt in Harbin, China in 1909 changes the course of history. Now two JBI agents must find the connections between it and an ancient Korean artifact.",136,2009: Lost Memories,tt0294252
84,3.6,No tiene datos,Franklin A. Vallette,Steve Latshaw,The U.S. Navy Seals are out to eliminate a terrorist bomber before the latter can find a cluster bomb from the Albanians.,90,Unidad especial - U.S. Seals,tt0293166
85,4.7,No tiene datos,Carlos Victorica Reyes,"Marko Zaror, Marian Zapico, Antonio Rufino",No tiene argumento,91,Into the Flames,tt0295357
86,6.2,No tiene datos,Jay Roach,Mike Myers,"Al descubrir que su padre ha sido secuestrado, Austin Powers regresa a 1975 para derrotar al vollano Miembro de Oro, aliado del Doctor Maligno.",94,Austin Powers en Miembro de Oro,tt0295178
87,7.5,53,Ray Melendez,Ray Melendez,No tiene datos,No tiene datos,One Way,tt0295498
88,5.8,No tiene datos,Rob Cohen,Rich Wilkes,"Un atleta de deportes extremos, Xander Cage, es reclutado por el Gobierno en una misión especial.",124,xXx,tt0295701
89,5.4,No tiene datos,Betty Thomas,Morton S. Fine,Un atleta profesional tiene que ayudar a un agente del gobierno estadounidense a recuperar un avión desaparecido.,97,Soy espía,tt0297181
90,4.6,No tiene datos,Don Michael Paul,Don Michael Paul,Un hombre se infiltra en una prisión de alta tecnología buscando información que ayude a enjuiciar a quienes mataron a su esposa. Allí se topa con un complot que involucra a un recluso condenado a muerte y su alijo de oro de 200 millones.,98,Al filo de la muerte,tt0297162
91,7.2,No tiene datos,Radu Muntean,"Ileana Constantin, Radu Muntean, Mircea Staiculescu",Dos corredores callejeros deben pagar una deuda de 7000 dólares en exactamente 24 horas.,83,Furia,tt0297213
92,8.0,82,Ram Gopal Varma,H. Banerjee,"Un gángster de poca monta llamado Chandu se une a Malik, un ejecutor de bajo nivel para un sindicato criminal. Juntos eliminan a todos sus enemigos, convirtiéndose en los gánsteres más temidos de Mumbai.",142,Company,tt0296574
93,6.0,No tiene datos,Fabian Wullenweber,Nikolaj Arcel,"12 y.o. Ida's dad'll die without a DKK1,500,000 operation. Ida plans to steal the money from the bank, her mom installed alarm systems in. She'll need her climbing skills, her 2 friends and 3 go-karts.",90,Klatretøsen,tt0296712
94,8.3,No tiene datos,Ewing Miles Brown,Jack Neal,"Todo comienza con el descubrimiento de una misteriosa momia. El Dr. Stevens trae los restos del presunto eslabón perdido a los Estados Unidos. Pronto el cuerpo de la criatura desaparece y, de repente, la gente es brutalmente asesinada.",No tiene datos,The Stoneman,tt0297411
95,4.8,No tiene datos,Yusof Haslam,Yusof Haslam,"Inspector Mazlan and Inspector Aleza are assigned to investigate one of Malaysia's largest drug syndicate led by Raziman. This illegal syndicate has dealers all over the country and is also related to an international syndicate. At the same time, TVKL tries to reveal the drug activities in the city. The Gerak Khas Unit has to overcome many obstacles in order to wipe o... Leer todo",118,Gerak Khas the Movie II,tt0298885
96,3.9,No tiene datos,Bob Misiorowski,Boaz Davidson,"En un tren fuera de control que contiene rehenes y armas biológicas de alta tecnología, Kristoff es el único que puede descarrilar los planes de los terroristas y salvar a todos a bordo.",89,Sin control,tt0298296
97,6.1,67,Gillies MacKinnon,Nick Perry,"The skilled pilot Denis Hopkins lives with his pregnant wife Valerie and has a comfortable lifestyle. When the gang of criminals headed by the sadistic Ricky Barnes breaks in his seaside house, Denis offers whatever the criminals want to protect his beloved wife but the evil Ricky kills Valerie. The baby is saved, and later the murderer is arrested and sent to the max... Leer todo",88,The Escapist,tt0299854
98,7.9,No tiene datos,Yimou Zhang,Feng Li,El guerrero Sin Nombre llega al palacio del rey Qin y narra la historia de como acabó con tres perversos asesinos que aterrorizaban a China.,120,Hero de Zhang Yimou,tt0299977
99,4.4,48,Julien Magnat,"Stéphane Kazandjian, Julien Magnat","Heroines Mallory, Vena Cava and Talking Tina fight the fallen angel Abaddon and his accomplices vampire Lady Valentine and succubus Morphine.",94,Bloody Mallory,tt0299556
100,4.3,No tiene datos,Abdul Malik Abbott,Ernest 'Tron' Anderson,"Beans decides that the only way to grasp the American Dream is to take it. State Property follows Beans and his crew, as they take over the city creating mayhem as their empire builds.",88,Propiedad estatal,tt0301893
101,4.1,No tiene datos,Byron W. Thompson,Byron W. Thompson,"Elizabeth of Cooke (Joanna Pacula), a beautiful and valiant warrior returns from the Crusades to discover that her son Peter (Sander Kolosov) has been taken by Grekkor (Rutger Hauer), an ex-Lord wreaking havoc throughout the land. She sets out to locate and save Peter.",92,Warrior Angels,tt0302017
102,5.6,No tiene datos,Takashi Miike,"Hitoshi Ishikawa, Yoshinobu Kamo, Toshiki Kimura",The ace cop of a totalitarian police force and a drifting android play their parts in a post-apocalyptic society. They are destined to fight. Their encounter will change them forever.,89,Dead or Alive 3: Duelo final,tt0301167
103,6.6,No tiene datos,Corey Yuen,Jeffrey Lau,A conflict of interest between two high-kicking assassin sisters is complicated as they're pursued by the criminals who hired them and an equally high-kicking female cop.,111,El control de la venganza,tt0300620
104,5.5,No tiene datos,Louis-Pascal Couvelaire,"Michael Cooper, Louis-Pascal Couvelaire, Benoît Philippon",Four partners heist a fortune in gold ore from a North African airport & escape across the desert in a truck.,103,Sudor,tt0300523
105,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt0301808
106,6.8,No tiene datos,Diego Arsuaga,"Diego Arsuaga, Beda Docampo Feijóo, Fernando Javier León Rodríguez","Three old man, a little boy training to protect an old patrimony, La ""33"", the last train.",94,El último tren,tt0303267
107,3.7,No tiene datos,James Seale,"Graham Winter, Rebecca Morrison, Steve Latshaw","The only hope for humanity to survive a natural disaster is to detonate a nuclear bomb in Los Angeles, California.",91,Punto cero: Los Ángeles,tt0303017
108,5.4,No tiene datos,Manuel Boursinhac,Bibi Naceri,"Either you make decisions or life makes them for you. For an ex-con struggling to go straight, the temptation of money, women and power prove too much, especially when his best friend promises him an easy heist.",116,El código,tt0304391
109,3.5,No tiene datos,Todd Hughes,Todd Hughes,No tiene datos,120,Damaged Goods,tt0303880
110,5.4,No tiene datos,John Stainton,John Stainton,"Stephanos Robert Irwin y su esposa capturan y liberan a un cocodrilo devorador de hombres de la naturaleza, pero poco saben que se ha tragado un pequeño satélite y que hay cazadores furtivos del gobierno de la CIA detrás de él!",90,El cazacocodrilos,tt0305396
111,6.4,61,Mahesh Manjrekar,"Ravi Shankar Jaiswal, Mahesh Manjrekar, K.K. Singh","Thakur Avadh Narayan Singh rules Shekhapur village.Due to his fear villagers don't dare to go against him for his wrong doings.His son Bhola and Bacchu are also to follow his part who spend their time in drinking and on girls.Rudra is a poor farmer living a happy life with is wife Paro and three children Durga,Luv and Kush.Bhola and Bacchu once go to attend Mujra and ... Leer todo",126,Pitaah,tt0305455
112,3.2,No tiene datos,Eric Delgado,Mari Tere BenesElia Enid CadillaVictor Luvi Callejas,No tiene datos,90,Más allá del límite,tt0304448
113,5.1,No tiene datos,Shin Seung-soo,"Lee Yo-won, Kim Gyu-ri, Jo Eun-ji","4 young, South Korean women have come to a dead-end in their lives and go on a road trip together. 2 guns are found in the borrowed car and they decide to play hardened criminals, soon having police and gangsters chasing them.",112,Afrika,tt0306442
114,4.1,No tiene datos,Rick Rose,Jack Fitzpatric,"A group of ghost hunters employed by the greatest supernatural crime fighting agency, The Corporation, go back to work to save the world from the evil Zero Group.",No tiene datos,Pranksters,tt0306848
115,7.1,No tiene datos,Kang Woo-suk,"Bon-han Gu, Seung-jae Baek, Yoon-Seup Jung",A detective plays cat-and-mouse with a banker who brutally murdered his own parents.,138,Public enemy,tt0306909
116,3.7,No tiene datos,Tinnu Verma,Tinnu Verma,Major Pratab Singh works in the Indian army and he and his battalion has been assigned duty near the Indo-Pakistan border. There duty mainly consists of eliminating any terrorists trying to cross the Indian border. A Pakistan leader Gul Mustan and well known Lala is plotting to liberate Kashmir from India so that they can take control in there own way but things does ... Leer todo,162,Maa Tujhhe Salaam,tt0307116
117,6.3,No tiene datos,Rowdy Herrington,Rowdy Herrington,"En una tranquila localidad en la que nunca pasa nada, un ladrón con máscara de payaso se lleva medio millón de dólares del banco.",97,Stick up (El atraco),tt0307507
118,4.4,No tiene datos,Kuku Kohli,Karan Nath,Yeh Dil Ashiqana is the story of Karan and Pooja who are studying in the same college in Poona. They meet and fall in love and their romance progresses without any problems until one day while going to her brother's house in Mumbai. Pooja's flight is hijacked by a group of terrorists following the arrest of their leader Ashraf-UL-haq malik. Ironically this hijack has ... Leer todo,152,Yeh Dil Aashiqanaa,tt0307682
119,6.6,No tiene datos,Jayant Paranji,"Mayank Jain, Satyanand",Outlaw in the Indian (not Native American) wild west shoots it out with bad guys over a girl and a diamond mine.,165,Takkari Donga,tt0307541
120,5.6,No tiene datos,Masahiko Nagasawa,Yasuo Hasegawa,"Detective Hayase is caught in the midst of a truck robbery. Being forced to extend his stay and help identify the robbers, Hayase gets thrown into another situation as Japan's Foreign Minister is kidnapped before the upcoming Asian Summit.",110,Seoul,tt0307440
121,6.2,No tiene datos,Leonel Vieira,"Luís Diogo, Alberto Fernandes","A group of innocent hostages is left to his own death facing a clockwork bomb, while the whole country watches them on the TV.",90,A Bomba,tt0308058
122,7.5,No tiene datos,Aleksey Balabanov,Aleksey Balabanov,"Durante la guerra en Chechenia, los rebeldes toman como rehenes a una pareja británica y dos soldados rusos. Luego, dos de los rehenes son liberados para traer el dinero para la mujer británica que se ve obligada a esperar el rescate.",120,Voyna,tt0309047
