,0,1,2,3,4,5,6,7
73,No tiene datos,No tiene datos,Samuel Urbina,"Arturo Palacios, Samuel Urbina",A high school student decides to spend the afternoon in the street after learning that his school hasn't yet been repaired from the damage caused by a natural disaster.,9,Man,tt10048730
74,No tiene datos,92,Lana Shearer,Lana Shearer,Two brothers set out to find their birth mother.,5,Searching,tt10051290
75,No tiene datos,No tiene datos,Guillermo Regalado,Guillermo Regalado,No tiene datos,4,Gatita,tt10055686
76,No tiene datos,No tiene datos,Léna Turlot,Alexis Corso,No tiene argumento,5,L'intermediaire,tt10052910
77,No tiene datos,No tiene datos,Lizzy Hallam,Cameron McCulloch-Keeble,No tiene datos,No tiene datos,They Live Outside,tt10054606
78,No tiene datos,No tiene datos,Alexandre Blais-Graveline,"Karine St-Michel, Yoan Plante, Jacob Lemieux",No tiene argumento,7,À bout de ressources,tt10055142
79,No tiene datos,No tiene datos,Ricky Rosario,Craig Fishback,"A young dancer befriends a homeless woman, and that relationship brings him the break he's been searching for. Surrounded by friends and a job that barely makes ends meet, Clayton sticks to his passion throughout his struggles.",20,It's Who You Know,tt10058854
80,No tiene datos,No tiene datos,Billy Butler,Billy Butler,"Mason Shaw, a rambunctious college student, becomes a drug dealer to pay his way through school. He is caught by the DEA and recruited as an informant to lead an investigation in the take down a local drug kingpin.",33,Affinity - The Series,tt10055152
81,No tiene datos,No tiene datos,Jon Elliott,Jon Elliott,"Directed by Jon Elliot and Produced by Paper Frame Pictures, Her Water Drum is a compelling Short Film that brings to light the issues of Missing and Murdered Indigenous Women and Girls. In this Film Jolene (a Mohawk Mother), struggles to deal with the world and her son; as she fights to find her missing Daughter.",17,Her Water Drum,tt10061588
82,No tiene datos,No tiene datos,Rye Inglis,Rye Inglis,"A short drama directed by Rye Ingles about two girls, Casey (Phoenix Cross) and Brooke (Mikayla Williamson), in love. Just when they think everything is great, a huge secret is revealed leaving the girls shocked to their core.",No tiene datos,She's Not for Me,tt10060072
83,No tiene datos,60,Ram Dinesh Sharan,Ram Dinesh,No tiene argumento,No tiene datos,Fever,tt10062058
84,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt10060776
85,No tiene datos,No tiene datos,Dave Perry,Dave Perry,"""A chance encounter between a woman doing last minute shopping, and a butcher who is closing up shop for the evening, results in some unexpected help, a life altering decision, and preparation of one more meal.""",6,One More Meal,tt10064004
86,No tiene datos,No tiene datos,Vic Roxas,No tiene datos,No tiene argumento,No tiene datos,Woodside,tt10063816
87,No tiene datos,91,Charles Brown,Charles Brown,No tiene argumento,No tiene datos,You,tt10066390
88,No tiene datos,60,Frederico Evaristo,Frederico EvaristoBob Yang,No tiene datos,14,From the Other Side,tt10065230
89,No tiene datos,No tiene datos,Maxime Simone,Maxime Simone,No tiene argumento,No tiene datos,Les jours heureux,tt10071600
90,6.4,No tiene datos,Jimmy Ren,"Jimmy Ren, Jack Vang",A short horror film about a young woman who's haunted by a mysterious creature tapping at her window.,8,A Tap At The Window,tt10071592
91,No tiene datos,50,Chi Wang,Chi Wang,Abby's birthday took a turn for the worse when she decided to go bake a cake at her neighbor's house.,11,Red Velvet,tt10066102
92,8.5,No tiene datos,Anna Akana,Anna Akana,National Suicide Prevention Hotline 1-800-273-8255 / Text HELLO to 741-741 Crisis Text Line / When I've Wanted to Die is a short film adapted from a collection of memories of when a girl has wanted to die.,10,When I've Wanted to Die,tt10068734
93,No tiene datos,No tiene datos,Maria Goldrin,Maria Goldrin,No tiene datos,11,Madal pilvelõhkuja/The Low Skyscraper,tt10068142
94,No tiene datos,No tiene datos,M W Daniels,M W Daniels,Emily Murray is at her 25th birthday and something very odd happens to her. She is born with a special power in her hands and her mysterious mother is the only person in emily's life to hold's the secrets.,9,Emily's Hands,tt10069254
95,No tiene datos,No tiene datos,Ariel Orama López,"Jonathan Cardenales, Ramiro 'Ramir' Delgado Ruiz, Ariel Orama López",No tiene argumento,No tiene datos,BÓXERS,tt10072074
96,No tiene datos,No tiene datos,Roberto Gonzalez Mendieta,"Regina Arizpe, Roberto Gonzalez Mendieta","Have you ever thought about what goes through a suicidal person's mind? Isabela is a young woman who lives a routine life, but a series of problems combined with the feeling of loneliness cloud her hope and desire to live ... In ""Anhedonia"" a comparison is made between depression and an eclipse in which the picture looks darker every time. People who commit suicide gi... Leer todo",No tiene datos,Anhedonia,tt10071200
97,No tiene datos,No tiene datos,Arjun Narayan,Chhavi Kumar Joshi,No tiene argumento,No tiene datos,I'm Sorry Mum'ma,tt10073524
98,No tiene datos,No tiene datos,Caelia Adams,Caelia Adams,A woman goes to the beach searching for answers.,No tiene datos,Whisper,tt10073642
99,No tiene datos,No tiene datos,Buchi Ogbonnaya,Rai Dandaura,No tiene argumento,No tiene datos,4:13,tt10074162
100,5.8,No tiene datos,Simon Doutreleau,Simon Doutreleau,"After the death of their child, Thomas, Louis and Anna try to overcome this tragic event. While one of his father's friend try to help him, Louis begin to fall in madness by following instructions coming from a mysterious creature in his dream.",25,Out in the Woods,tt10074248
101,No tiene datos,67,Yue Zhang,No tiene datos,No tiene datos,12,Flow,tt10074654
102,No tiene datos,No tiene datos,Máté Artur Vincze,Máté Artur Vincze,"Weeks after giving up her child for adoption, the birth mother pays an unexpected visit to the adoptive parents.",7,Desiree,tt10074682
103,No tiene datos,No tiene datos,Hang-Sang Poon,Leung Lai Fan,"Despite happy appearances, Mr and Mrs Man are a quarrelling couple. Each keeps telling the other how much they have sacrificed for the family, not realising that their fights have been witnessed by their five-year-old daughter, Kei. One terrible day Mrs Man runs away. Mr Man then finds her in a park. The wall that divides them seems to be coming down.",No tiene datos,Green Dust,tt10077038
104,No tiene datos,No tiene datos,Viet Nguyen le Hoang,Viet Nguyen le Hoang,No tiene argumento,25,Ban Cùng Phòng,tt10076854
105,No tiene datos,No tiene datos,Daniel Faustino,"Ricardo Coelho, Bruna Lima","The young Franz Zimmerman have a intense relationship with Miguel and lives the dilemma of being forced by his father, a respected colonel, to follow a career in the army or live your dream: be a writer.",No tiene datos,Última Noite em Viena,tt10075034
106,No tiene datos,No tiene datos,Jamie BuCher,"Jamie Bu, Cher, Lyindaa Russell",No tiene argumento,No tiene datos,A Good Day,tt10075046
107,No tiene datos,No tiene datos,Kevin Kailash Muthiah,"Suveer Bhambhani, Kabir Thapar","Rukhsaar, an educated girl who bears the brunt of ""Triple Talaq."" She tells us how Quran never propagated all this but she wonders how this became a practice? What does she do? How does her Life progress?",No tiene datos,Triple Talaq,tt10075048
108,No tiene datos,No tiene datos,Camden Ferrell,Camden Ferrell,"In Part 2 of the Rabbit's Blood Trilogy, we are introduced to Miss Ella, a kind and mysterious being.",2,Miss Ella,tt10078518
109,No tiene datos,No tiene datos,Camden Ferrell,Camden Ferrell,"In the finale to the Rabbit's Blood Trilogy, a story unfolds over the course of thousands of years. The mystical Miss Ella and Rabbit Hole are further explored, and many questions are answered.",10,Skewed Conception,tt10078560
110,No tiene datos,No tiene datos,James Rohan,James Rohan,"Cathy, a middle aged widow, decides to take the plunge into online dating in hopes of finding new life. When her daughter (Denise) comes home for a visit, they find themselves in the uncomfortable position of discussing the elephants in the room: life, love, and regrets.",23,Remember,tt10078770
111,No tiene datos,No tiene datos,Sheffield Leithart,Sheffield Leithart,No tiene argumento,No tiene datos,My Megan,tt10079754
112,No tiene datos,No tiene datos,Toni Nagy,Toni Nagy,"Mary finds herself in an unusual predicament. Flooded by patriarchal influence, she must cling to the raft of friendship - and rely on her own will and conviction - to stay afloat.",No tiene datos,Mary's Wise Men,tt10081990
113,No tiene datos,No tiene datos,Alexis Devillers,Alexis Devillers,"An encounter of two individual, Kat and Allen attaches by time one and the other deeply, they share a lot of memories, even identical experiences, but more than that something inexplicable submerges in their relationship, In a confusion of reality and delusion, Kat is faced to make a choice.",23,Kat,tt10084828
114,No tiene datos,No tiene datos,Haider Hazim,Haider Hazim,No tiene datos,No tiene datos,9 Am,tt10085392
115,No tiene datos,No tiene datos,Clair Bishop,No tiene datos,No tiene datos,8,Wake Up Girl,tt10086848
116,No tiene datos,No tiene datos,Ethan Christy,Ethan Christy,No tiene argumento,16,Billy's Restaurant,tt10082838
117,No tiene datos,No tiene datos,Kelechi Okoro,"Jim Munoz, Kelechi Okoro",A restless spirit lives on.,3,The Ghost of Hamlet's Father,tt10086124
118,No tiene datos,No tiene datos,Renata Mellão,Renata Mellão,A woman is haunted by memories of the agony and ecstasy of an intense love.,7,Dream of Love,tt10087450
119,No tiene datos,No tiene datos,Tristan Bera,"Tristan Bera, Joshua Olsthoorn","A girl wanders like a flaneur in the center of Athens: a Constitution, a War Museum, a Town Hall. She wears sunglasses and black clothes. ""Kills"" a boy outside the Galaxy bar and describes, sitting on the balcony of an apartment in Exarchia, the way the Molotov bomb is operating - it is an incendiary and not an explosive mechanism, he says.",38,The Girl from Exarcheia,tt10087074
120,No tiene datos,No tiene datos,Barbara Balestas Kazazian,Barbara Balestas Kazazian,"A clandestine cloud in transhumance. that is what Clement's body was amongst this nocturnal fauna. And this is Jude, who is the daylight which sparks in the dark, the glow that warms up the bodies. who will mentor Clement in this night of potentialities, towards redemption.",24,Nous sommes nuit ils sont jour,tt10090594
121,No tiene datos,No tiene datos,Gabriela Amerth,Gabriela Amerth,"A visual and audible representation of what it feels like to struggle with anxiety. Anxiety is a 1 minute film made in the subject's apartment, it has 2 sentences, one at the beginning and a closing line.",1,Anxiety,tt10093720
122,7.2,No tiene datos,Louisa Baldwin,Louisa Baldwin,No tiene datos,3,Fifteen,tt10091222
123,No tiene datos,No tiene datos,Marc Eikelenboom,Marc Eikelenboom,No tiene datos,No tiene datos,Hoe Dan?,tt10092518
124,No tiene datos,No tiene datos,Tanmay Chowdhary,"Tanmay Chowdhary, Zuzanna Korbal, Emilia Piech","""Color of November"" is a contemporary portrait of the relationship between two young women in the month of November in Poland.",No tiene datos,Kolory Listopada,tt10091694
125,No tiene datos,No tiene datos,Seif Allah Bouchrara,Seif Allah Bouchrara,A foreigner who kept being ignored by his colleagues tries to commit suicide.,6,The Power of Inclusion,tt10094128
126,No tiene datos,No tiene datos,Patrick Nicholls,Patrick Nicholls,"Two people, one Eastern European, one British, wake in a dimly lit room - How and why they are there is uncertain, until the clock begins.",5,FORTY-EIGHT.ONE,tt10092784
127,No tiene datos,No tiene datos,Umut Durmusoglu,Umut Durmusoglu,No tiene datos,No tiene datos,Dar Açi,tt10095310
128,No tiene datos,No tiene datos,Laurie J. Gardiner,Laurie J. Gardiner,No tiene argumento,7,Leave Me with a Smile,tt10097490
129,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,6,The Power of Inclusion,tt10097626
130,No tiene datos,73,Lily Marks,Lily Marks,A short film which explores the world of sexual assault that lies within the fashion industry of the 1970s.,15,Jane,tt10099480
131,7.2,No tiene datos,Emiliano Cunha,Emiliano Cunha,No tiene argumento,12,Endotermia,tt10099546
132,No tiene datos,21,Noirin Drumm,Noirin Drumm,No tiene argumento,No tiene datos,The Veil,tt10098886
133,6.8,No tiene datos,Leonardo Martinelli,Leonardo Martinelli,The daily life of a young woman from Rio de Janeiro witnessed through her cell phone screen.,10,Lembra,tt10098852
134,No tiene datos,No tiene datos,Ilshat Saetov,Ilshat Saetov,No tiene datos,12,Where is 'me'?,tt10100686
135,No tiene datos,No tiene datos,Igor Aleksov,Aleksandar Rusjakov,Marko is a vampire who suddenly starts to dream and wake up before the sunset...,20,Dream of Blood and Soul,tt10100142
136,8.2,No tiene datos,Roberto Bermeo,Roberto Bermeo,"Greece is a girl who lives with her best friend Alex in Lima, a city in Peru that constantly rejects young people and dreamers. These two are leading a journey of self-discovery, demonstrating the true meaning of their friendship.",16,Greece,tt10101686
137,5.3,No tiene datos,Beatrice Gibson,Beatrice Gibson,"Reframing our current political moment in intimate terms, Gibson's urgent snapshot of social calamities doubles as a document of practical resistance. Pauline Oliveros' music and the words of poets CAConrad and Eileen Myles imbue images of street riots and refugee migration with graceful complexity.",21,I Hope I'm Loud When I'm Dead,tt10100994
138,No tiene datos,No tiene datos,Hamidreza Abolhelm,"Hamidreza Abolhelm, Nima Taghizadeh","In a world where time determines all, Masoud Parsa, a teacher, sets foot in the Day Allocation Department to try and make a request work out.",12,Extension,tt10101198
139,No tiene datos,No tiene datos,Anastasia Kratidi,Anastasia Kratidi,No tiene argumento,14,Vassileia,tt10101786
140,No tiene datos,No tiene datos,Damaris Fuentes-Lorenzo,Damaris Fuentes-Lorenzo,No tiene argumento,No tiene datos,Cada cuarenta segundos,tt10102502
141,No tiene datos,No tiene datos,Marko Brkic,Marko Brkic,No tiene argumento,20,Ljetne jagode/summer strawberries,tt10102516
142,No tiene datos,No tiene datos,Keon Abbott,Keon Abbott,"A parable tale about the hardworking fisherman Beau and what transpires after the rich businessman Brad makes him an offer he can't refuse. Based upon the short story ""The Fisherman and the Businessman"" written by author Paulo Coalho.",No tiene datos,Beau,tt10101838
143,No tiene datos,No tiene datos,James La Motta,James La Motta,No tiene argumento,No tiene datos,As a Woman,tt10105138
144,6.6,No tiene datos,Pauline Amelin,Pauline Amelin,No tiene argumento,15,Show,tt10105558
145,No tiene datos,No tiene datos,Alessandro Manieri,Alessandro Manieri,"Giulia is a young woman of rare beauty, as rare is her disease: Huntington Corea. It's a degenarative disease invisible at the moment. But soon the disease will show her effects as it has happened to Giulia's father. Everybody knows we have to die. But nobody knows how. Giulia, instead , knows it, and this is the theme around wich the docu works. However Giulia's stor... Leer todo",5,Guardami ora,tt10107440
146,No tiene datos,No tiene datos,Maricio Mo Zapata,"Anthony Ruiz, Maricio Mo Zapata",An incident that has taken place over nine years has resurfaced and everyone involved becomes RATTLED.,No tiene datos,Rattled,tt10107522
147,No tiene datos,No tiene datos,Cole Brewer,Cole Brewer,"Abraham Sweet, a trailer trash man raised by TV decides the only way he can become famous is to rob a bank and become an outlaw.",12,The Unknown Outlaw,tt10109930
148,No tiene datos,No tiene datos,Josef Gacutan,Josef Gacutan,"An elderly man tries to repair his relationship with his estranged son, but a mysterious black figure gets in the way.",No tiene datos,'Wag mo 'kong kausapin,tt10111288
149,No tiene datos,No tiene datos,Rémi Galas,Tiphaine Sintes,No tiene datos,36,La vie nous appartient,tt10109724
150,No tiene datos,No tiene datos,Mervine Anjelo Aquino,No tiene datos,"The filmmaker and his mother recount memories of their old homes and the family's repetitive experiences of packing (and unpacking), moving, and accumulating things over the years. They try to imagine and describe a ""dream house"" and await the possibility of owning a house in the future.",15,Baguio Address No. 10,tt10111266
151,No tiene datos,No tiene datos,Sharly Sharza,Sharly Sharza,"Following a nasty break up, two aliens named, Carlisle and Finnigan meet up in a diner to re-evaluate their relationship and shared future.",No tiene datos,Mercury on Fifth,tt10111128
152,7.5,80,Shiladitya Moulik,Shiladitya Moulik,"Two girls accidentally find out that in addition to the man they unknowingly share, they also share a lot of gifts from him. Including a game of ludo which resembles their lives in some manner.",10,Ludo,tt10112128
153,No tiene datos,No tiene datos,Alex Torres,Alex Torres,No tiene argumento,No tiene datos,Madugo ang gabi,tt10111538
154,No tiene datos,No tiene datos,Steven Thai,"James Le, Jessica Tan, Steven Thai",No tiene argumento,4,My Escape,tt10110664
155,No tiene datos,No tiene datos,Shaira Advincula,Shaira Advincula,"In a culture where designs are dreamt about and to be woven only by women, a T'boli man is challenged to face a cultural norm as the abaca goddess shows him a pattern to weave in his dreams.",15,Tembong,tt10111530
