,0,1,2,3,4,5
33,6.3,Bobby Moresco,Bobby Moresco,"A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.",107,Entre la Décima con Wolf
34,7.5,Guillaume Canet,Guillaume Canet,Un descubrimiento accidental cerca de la propiedad de un doctor reabre las dolorosas heridas abiertas hace 8 años con el asesinato de su esposa.,131,No se lo digas a nadie
35,7.5,Matthew Harrison,Matthew Harrison,An electronic retelling of Dante's INFERNO as a New York City love story.,86,The Deep and Dreamless Sleep
36,5.6,Jim Wilson,"Pete Mc, Cormack",A studious student finds adventure when he follows a mysterious woman to New York.,95,Whirlygirl
37,6.3,Terry Zwigoff,Daniel Clowes,"Starting from childhood attempts at illustration, the protagonist pursues his true obsession to art school. But as he learns how the art world really works, he finds that he must adapt his vision to the reality that confronts him.",102,El arte de estrangular
38,6.4,John Cameron Mitchell,John Cameron Mitchell,"Un grupo de neoyorquinos atrapados en su ambiente romántico-sexual convergen en un local clandestino infame por su mezcla de arte, música, política y carnalidad.",101,Shortbus
39,6.1,José Pepe Bojórquez,José Pepe Bojórquez,"On an island across the sea lies a village full of romance, wonder and mystery; a timeless place where people carry strong beliefs that can fulfill the heart's deepest desires. A beautiful woman, led to believe she has powerful ties to the sea, defies everyone to prove them wrong, in a world where man and nature connect in improbable ways, where myths are real and tru... Leer todo",99,La novia del mar
40,6.0,A.R. Murugadoss,A.R. Murugadoss,The story is about how an ex-army officer brings change in society by making people to help each other.,168,Stalin
41,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos
42,5.8,Marek Rozenbaum,Haim Marin,No tiene argumento,95,Lirkod
43,4.3,Chris Fisher,Chris Fisher,"Kenneth Bianchi, one of the two serial rapists and killers who terrorized the Los Angeles area in the late 1970s, is giving police station interviews to psychiatrist Samantha Stone, who is forced to relive the horrific crimes.",85,El estrangulador de la colina
44,5.0,Veljko Bulajic,"Ivo Bresan, Veljko Bulajic, Mirko Kovac","The film is set in mid-16th century, at a time when the entire eastern Mediterranean is dominated by two great empires, the Ottoman Empire and the Republic of Venice, with the small but wealthy maritime republic of Ragusa (modern-day Dubrovnik) managing to maintain its independence through diplomatic agreements.",130,Libertas
45,6.8,Kevin Reynolds,Dean Georgaris,"Un romance entre el segundo en la línea de sucesión al trono de Gran Bretaña y la princesa de los irlandeses enemistados, augura el fin de los jóvenes amantes.",125,Tristán e Isolda
46,5.3,Elana Krausz,Elana Krausz,"A surrealistic feminist art statement stuffed inside a candy-coated exploitation bubble. While serving up images of gyrating nubile female strippers, Elana Krausz s film forms a critical dialog about modern feminism. Lily is a former stripper and manager of a seedy strip club. She is wise, but submissive, allowing herself to succumb to years of objectification and abu... Leer todo",96,Stripped Down
47,6.0,Pasquale Marrazzo,"Lorenzo Loris, Pasquale Marrazzo","Francesco, a young man from Naples, who prefers to be called Francesca, shares with the Italian girl Giada an apartment in Berlin. Together they dive into the world of prostitution. Through one of his clients, Andreas, Francesco meets Suzanne, a 38 year old woman, and a former political prisoner. Suzanne - searching into her past through a dossier on herself compiled ... Leer todo",90,Anime veloci
48,5.8,Shira-Lee Shalit,Damon Shalit,"Darren goes to Hollywood in an attempt to live the American dream of becoming a big-name actor. When Darren is mistaken for Dante, the A-List actor in town, his world is thrown upside down - and he gets his wish, for better or for worse.",98,A-List
49,4.6,Daniel Mellitz,Daniel Mellitz,The Naked Ape is a coming-of-age film following three teenagers on a road trip across the Pacific Southwest.,No tiene datos,The Naked Ape
50,5.3,Kyle Bergersen,Kyle Bergersen,A young man is hired as the executioner at a prison where his brother sits on death row. Things get more surreal when he falls in love with his brother's ex-girlfriend -- who's imprisoned herself.,89,Love Comes to the Executioner
51,6.3,Ray Lawrence,Beatrix Christian,"Después de que cuatro hombres que han salido a pescar descubren un cadáver en el agua, deciden no informar sobre ello al momento para seguir pescando.",123,Jindabyne
52,4.9,Richard Rossi,Richard Rossi,"A feature film about the life of Aimee Semple McPherson, the famed evangelist of the 1920s.",110,Aimee Semple McPherson
53,5.7,Robert Towne,Robert Towne,"Camilla López espera elevarse por encima de su posición casándose con un estadounidense adinerado. Eso se complica al conocer a Arturo Bandini, un italiano con la esperanza de conseguir una carrera como escritor y una rubia de ojos azules.",117,Pregúntale al viento
54,6.0,Miguel Pereira,"Miguel Pereira, Héctor Tizón","DESTINY (2006) Based on the novel ""The man who came to a town"" by Hector Tizon (Argentina, 1929) who in 1976 was exiled to Spain, where he worked in publishing houses, newspapers and magazines. A Spanish drug dealer has to close a transaction in the remote region of Jujuy, Argentina. Almost killed it. Chance will make you have to hide in a remote village disguised as ... Leer todo",90,El destino
55,7.2,James Gartner,Christopher Cleveland,"En 1966, el entrenador Don Haskins de los Texas Western lideró al primer equipo de básquet universitario formado exclusivamente por jugadores afroamericanos al campeonato nacional NCAA.",118,Camino a la gloria
56,5.6,Brian De Palma,Josh Friedman,"Dos policías ven sus vidas personales y profesionales hacerse añicos alrededor del caso de asesinato de la ""Dalia Negra"".",121,La dalia negra
57,4.1,Hank Stone,Buddy Dolan,A man wakes after twelve years only to find he has an unwanted ability to see the dead.,92,Ghost Hunters: Point of Contact
58,5.9,Aleksi Mäkelä,Marko Leino,"A ski jumper descends from winning 4 Olympic Gold Medals, to serving two years for stabbing a relative. Careers as a stripper and singer, plus five marriages, replete with allegations of domestic violence are fictionalized sympathetically in this dramedy. Alleged exploitation/manipulation of Matti, due to his naivety and gullibility, along with deterioration of his sk... Leer todo",135,Matti
59,6.4,Frank Coraci,Steve Koren,Un arquitecto adicto al trabajo encuentra un mando a distancia universal que le permite adelantar y rebobinar diferentes partes de su vida. Las complicaciones surgen cuando el mando empieza a anular sus decisiones.,107,Click
60,7.7,Paul Verhoeven,Gerard Soeteman,"En los Países Bajos ocupados por los nazis durante la Segunda Guerra Mundial, una cantante judía se infiltra en el cuartel general regional de la Gestapo para informar a la resistencia holandesa.",145,El libro negro
61,6.1,Daniel Duval,"Daniel Duval, Elie Meirovitz","In 1950s France, a young boy is taken in by a couple after spending a few months in the care of social service.",94,Le temps des porte-plumes
62,5.8,Eyal Shiray,Uzi Weil,A young boy finds a stack of his sister's secret letters who's been missing since their mother's death. He sets off on the journey of a lifetime to reunite with her and he meets a man who calls himself the last true Communist.,90,Bekarov Yikre Lekha Mashehu Tov
63,6.9,Pan Nalin,Pan Nalin,"A great Asian love story, an unforgettable tale about passion, death and reincarnation. A mesmerizing Himalayan epic that spans two centuries, from the Silk Route of the early 19th century to the bustling metropolis of modern-day Tokyo.",155,Valley of Flowers
64,4.6,BJ Davis,Julia Davis,"In this hilarious adventure, starring Raquel Welch, Burt Reynolds, and Robert Loggia in their last film together, when three retired war vets stumble upon a stash of mob money, they find themselves running from both the Mafia and the feds.",88,Forget About It
65,6.8,Mischa Alexander,Mischa Alexander,Taeke's lifelong passion for pole sitting takes an interesting turn when he tries to surpass the record of 250 days.,100,Sportman van de Eeuw
66,5.9,Wyeth Clarkson,"Wyeth Clarkson, Elan Mastai",A group of skaters are assembled to make a video at a legendary spot. They soon discover its days are numbered and band together to save it.,85,Sk8 Life
67,6.1,Agustín Díaz Yanes,Arturo Pérez-Reverte,"Viggo Mortensen hace el papel del soldado español convertido a mercenario, Capitán Alatriste, una figura heroica de las Guerras Imperiales del siglo XVII.",145,Alatriste
68,5.9,Susannah Grant,Susannah Grant,Una mujer se esfuerza por superar la muerte de su prometido y todos los secretos que este le escondía a medida que reconstruye su vida.,124,Las vueltas de la vida
69,7.5,Tom Tykwer,Andrew Birkin,"Jean-Baptiste Grenouille, nacido con un sentido del olfato superior, crea el mejor perfume del mundo. Su trabajo, sin embargo, toma un giro oscuro mientras busca el aroma definitivo.",147,El perfume: Historia de un asesino
70,5.8,Gyula Nemes,"Tamás Beregi, Gyula Nemes",No tiene argumento,76,Egyetleneim
71,3.9,Jag Mundhra,Carl Austin,Una mujer paralítica desaparece después de que ella y su esposo viajan a la India para recibir atención médica especializada.,86,Backwaters
72,7.3,Frank Marshall,"David Di, Gilio",El frío brutal obliga a dos exploradores antárticos a dejar atrás a su equipo de perros de trineo mientras luchan por la supervivencia.,120,Bajo cero
73,4.8,Rajeev Virani,"Brad Listermann, Richard Martini, Kashmira Shah","My Bollywood Bride tells the story of Alex, a copy-writer dreaming of being an adventure novelist someday, who meets and romances Indian beauty Reena, while she is vacationing in California. Torn by her blossoming feelings for Alex and her Indian family values and obligations, Reena returns home without saying goodbye. Alex, distraught by the turn of events, decides t... Leer todo",95,La reina de Bollywood
74,4.8,Armand Mastroianni,James Redfield,An adaptation of James Redfield's novel about the search for a sacred manuscript in the Peruvian rain forest.,99,Las nueve revelaciones
75,4.5,Colin Teague,Gary Young,Different factions in World War II Holland race to find a stash of German gold.,103,El último asalto
76,1.8,Michael T. Fitzgerald Jr.,Lee Eric Smith,"Nine friends one crazy night, grad night.",89,Grad Night
77,6.9,Gérald Hustache-Mathieu,Gérald Hustache-Mathieu,"Avril is a novice in a convent of ""Baptistine"" sisters, a monastic order which was officially dissolved by the end of the nineteenth century but that is kept alive by Mère Marie Joseph, the sadistic superior. The rule she imposes on the nuns is particularly strict but this is all Avril has ever known since she was born, for she was an abandoned child raised by the nun... Leer todo",96,Avril
78,6.1,Roger Allers,Steve Bencich,Un venado se hace amigo de un oso grizzly domesticado cuando ambos se encuentran solos en el bosque en temporada de caza.,86,Colegas en el bosque
79,7.2,Olivier Assayas,Tristan Carné,"En los vecindarios de París, el amor se esconde, se revela, se imita, se agota, se reinventa... y se despierta.",120,"Paris, je t'aime"
80,6.9,Ridley Scott,Marc Klein,"Un agente de inversiones británico hereda el castillo y el viñedo de su tío en la Provenza, donde pasó gran parte de su infancia. Descubre un nuevo estilo de vida relajado mientras intenta renovar la finca para venderla.",117,Un buen año
81,6.1,Pyotr Buslov,"Pyotr Buslov, Kim Belov, Denis Rodimin","The film takes place a few years after the events shown in Bumer (2003). Kostyan ""Kot"", who lost all his friends, the woman he loved and was nearly killed in the first installment of the film tries to begin a new, peaceful life. But is it possible to do? Has Russia changed and do ""bratki"" on black ""bummers"" no longer control business? Can he escape his past? That is w... Leer todo",110,Bumer: Film vtoroy
82,6.6,Carlos Bolado,"Carlos Bolado, Diane Weipert","On a lark in Tijuana, a carefree Brazilian art student crosses paths with a brooding Mexican journalist, sparking a cascade of events across both Mexico and Brazil. As Dolores and Damián discover an intimate love and a mysterious spiritual heritage, they struggle with ever more costly choices.",115,Sólo Dios sabe
83,5.3,Eric Byler,"Shawn Wong, Eric Byler","Long after their break-up, Chinese American Raymond Ding and bi-racial Aurora Crane struggle to let go. Torn apart by mismatched ideals, meddling friends, and the complexities of racial identities, they find other suitable mates but can't stay away from each other.",110,Americanese
84,7.3,Wayne Kramer,Wayne Kramer,"Un matón de bajo rango es confiado por su jefe de crimen para deshacerse de un arma que mató a policías corruptos, pero las cosas se descontrolan cuando el arma termina en manos equivocadas.",122,La prueba del crimen
85,5.4,Glenn Standring,Glenn Standring,"El mito de los vampiros recibe un tratamiento elegante de la década de 1960, donde un policía humano se asocia con un policía vampiro para detener a un vampiro empeñado en crear una guerra entre las dos razas separadas pero iguales.",90,La criatura perfecta
86,8.1,Rakeysh Omprakash Mehra,Renzil D'Silva,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.",167,Rang De Basanti
87,2.1,Patrick Desmond,Patrick Desmond,"When a scientist discovers the possibility of the meaning of life, two shadowy organizations learn of this and will stop at nothing to steal the scientist's work for themselves. As a result, two burned-out assassins named Puritan and Sultan are assigned to protect the scientist and keep his project from falling into the wrong hands.",77,The Absence of Light
88,7.0,Richard Linklater,Philip K. Dick,"En un futuro no muy lejano, un policía encubierto comienza a perder su propia identidad a consecuencia de una peligrosa nueva droga.",100,A Scanner Darkly
89,5.8,Mark Rydell,Robert Tannen,Gambling addiction bring the stories of three otherwise unconnected people together as it destroys each of their lives.,113,La apuesta perfecta
90,7.5,Todd Field,Todd Field,"Las vidas de dos esposos enfermos de amor, un agresor sexual, y un policía se entrecruzan mientras estos intentan combatir sus vulnerabilidades y tentaciones.",137,Juegos secretos
91,6.3,Petra Katharina Wagner,Petra Katharina Wagner,"Jost discovers after the death of his wife that she had an email friend who has spent her life as a sought-after designer over hers. In his grief, Jost does not have the heart to report on the death of his wife and continues the correspondence - in the role of his wife.",96,Maria an Callas
92,6.1,Steven Zaillian,Steven Zaillian,"Basada en la novela de Robert Penn Warren. La vida del populista sureño Willie Stark, parcialmente basada en el gobernador de Louisiana Huey Long.",128,Todos los hombres del rey
93,5.3,Richard Kelly,Richard Kelly,"Durante una ola de calor de 3 días justo antes del 4 de julio, una estrella de acción con amnesia se encuentra con una estrella porno que está desarrollando su propio reality show y un policía que tiene la clave de una gran conspiración.",145,Southland Tales
94,8.4,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,En el este de Berlín en 1984 un agente de la policía secreta vigilando a un escritor y su amante se encuentra cada vez más absorto en sus vidas.,137,La vida de los otros
95,5.9,Joffre Rodrigues,Nelson Rodrigues,"While in the hospital, after being run over, Alaíde thinks about her life, specially after the moment she'd found the diary of Madame Clessy, in the house where her family had moved in, which was a former bordello.",112,Vestido de Noiva
96,6.7,David Krae,David Krae,"What if you lost everything? Where would you go? What would you do? Joe, a young architecture student, is forced to drop out of school after his parents die in a car accident, leaving only unpaid bills behind. Scrambling around trying to find a job, and a way to get his studies and life on track, he ends up on the edge of homeless, until he connects with a colorful bu... Leer todo",110,The House
97,6.9,Andrew Davis,Ron L. Brinkerhoff,"Un campeón de natación con pasado problemático se inscribe en la escuela de la Guardia Costera de los Estados Unidos, donde el legendario nadador Ben Randall le enseña algunas duras lecciones sobre la pérdida, el amor y el autosacrificio.",139,Guardianes de altamar
98,4.9,David Munro,"Xandra Castleton, David Munro","A man stuck in the reveries of his youth tracks down the boyhood friend he once tormented, only to find that simpler times were more complicated than he thought.",78,Full Grown Men
99,8.5,Martin Scorsese,William Monahan,Un policía de incógnito y un topo en el departamento de policía intentan identificarse el uno al otro mientras se infiltran en una banda irlandesa en el sur de Boston.,151,Infiltrados
100,6.1,Péter Tímár,Péter Tímár,No tiene argumento,92,A herceg haladéka
101,7.7,Tibor Szemzö,László Sári,"A collection of impressions of Tibet, recorded on an 8mm camera, overlaid with excerpts from Csoma's diary and translations, spoken on the many languages familiar to Csoma.",79,Az élet vendége: Csoma-legendárium
102,7.4,Sarah C. Kreutz,Sarah C. Kreutz,No tiene datos,103,Elsa Letterseed
103,5.0,Clive Gordon,Paul Laverty,Un joven mochilero se mete en problemas en África y se refugia en un carguero rumbo a Europa.,95,Cargo
104,4.3,Michael Valverde,Stephen L. Antczak,"Bored housewife Lisa Wayne embarks on a steamy affair with a younger man, Sam. But as her behavior grows more reckless, her cop husband, John, becomes quite suspicious - and Lisa's precarious situation grows even more dangerous.",84,Last Sunset
105,5.3,Lane Nishikawa,Lane Nishikawa,"Sigue el inquietante viaje a los corazones y las mentes de los héroes olvidados de la Segunda Guerra Mundial, los japoneses-estadounidenses.",99,Solo los valientes
106,6.8,György Pálfi,Lajos Parti Nagy,"Tres generaciones de hombres: un pervertido que busca constantemente nuevos tipos de satisfacción, un obeso que come a toda velocidad y un apasionado de la taxidermia.",94,Taxidermia
107,6.3,Matt Checkowski,Noah Hawley,"A man who runs an alibi service for adulterous husbands gets into a jam with a new client. In trying to remedy the situation, he must rely on an alluring woman who gets his heart racing.",90,The Alibi
108,6.7,Rodrigo Fürth,"Leonel D'Agostino, Lucía Puenzo","Argentina's economic crisis is in full swing when Lito and Nilda travel to New York. Visiting ""The Big Apple"" is Nilda's lifelong dream and Lito, her husband, submissively complies. She also plans to have a medical check up during their visit. But once in New York and despite Lito's warning, Nilda neglects her diet and has to be hospitalized. Lito is overwhelmed. On h... Leer todo",104,A través de tus ojos
109,6.8,Alejandro Agresti,David Auburn,"Una doctora solitaria, que una vez ocupó una casa junto al lago, comienza a intercambiar cartas de amor con su antiguo residente, un arquitecto. Deberán intentar descifrar el misterio tras su extraordinario romance antes de que sea tarde.",99,La casa del lago
110,4.9,Matteo Pizzolo,Katie Nisa,THREAT revolves around a street riot in NYC's Lower East Side. At the center of the riot are two friends (a homeless straightedge punk named Jim and a hip hop revolutionary father named Fred) who inadvertently cause the riot when they bring their street tribes together and fail to avoid a conflict that quickly spirals out of control. As the characters struggle through... Leer todo,90,Threat
111,5.3,Jessica Kavana Dornbusch,Jessica Kavana Dornbusch,Jordan Landa (Philips) encounters a gridlock on her road to adulthood.,96,Thanks to Gravity
112,7.9,Dante Oliviero,Dante Oliviero,A tale of murder and tangled relationships in the messy world of Rock n' Roll.,No tiene datos,Tall Trees
113,7.3,Matt Hannon,"Matt Hannon, Rick Rapoza",A eccentric woman takes a troubled teen under her wing after catching him stealing from her at her cactus farm,93,Cactuses
114,6.4,Tom DiCillo,"Tom Di, Cillo","An offbeat drama focused on a homeless youth, a pop music siren and a member of the paparazzi.",107,Delirious
115,6.0,Craig Rosenberg,Craig Rosenberg,"Rachel Carlson, a successful novelist moves to a small Scottish village to move on with her life after the death of her son. Strange things start to happen when she is haunted by ghosts and real life terror.",110,En la tiniebla
116,5.4,Xawery Zulawski,Xawery Zulawski,"Three brothers - a successful lawyer, a criminal and an anarchist - enter adulthood and each of them seeks a better life for themselves in their own way.",124,Chaos
117,5.8,Julian Goldberger,"Harry Crews, Julian Goldberger","When stricken with a family tragedy, George becomes obsessed with taming a wild, red-tail hawk. In a tour-de-force performance he locks himself into a battle of wills with a fierce creature that would rather die than succumb.",112,The Hawk Is Dying
118,7.2,Darren Aronofsky,Darren Aronofsky,"Tommy es un científico que busca desesperadamente el avance médico que salve a su mujer Izzi, enferma de cáncer.",97,La fuente de la vida
119,5.7,Javier 'Fox' Patrón,"Vicente Leñero, Guillermo Ríos","In the devastated urban landscape of Mexico City, in the course of a day, the lives of a handful of characters intertwine.",112,Fuera del cielo
120,5.6,Steve Oedekerk,Steve Oedekerk,"Cuando el granjero no está, todos los animales juegan, cantan y bailan. Sin embargo, al final alguien tiene que intervenir y administrar las cosas, una responsabilidad que acaba en las pezuñas de Otis, una vaca despreocupada.",90,El corral: Una fiesta muy bestia
121,6.3,Aleksandr Rogozhkin,Aleksandr Rogozhkin,"In World War II, American pilots bring fighter planes to Soviet flyers who carry them into combat. A transfer station on the air route from Kamchatka to Siberia: the adventures and misadventures of all who pass through.",140,Peregon
122,6.2,Michael Madison,"Michael Madison, Linda J. Nelson","SHIFTED is a crime drama about a young man stranded in Los Angeles, who is forced to re-evaluate his life, while being hunted by a corrupt, ex-employer.",88,Shifted
123,6.6,Valeska Grisebach,Valeska Grisebach,"A metalworker and volunteer firefighter, who is content with his marriage to his childhood sweetheart, sees his life turn upside down when he falls in love with an attractive waitress from a nearby town.",88,Sehnsucht (Nostalgia)
124,7.6,Zack Snyder,Zack Snyder,El rey Leónidas de Esparta y una fuerza de 300 hombres luchan contra los persas en las Termópilas en el año 480 a. C.,117,300
125,6.7,Umberto Marino,Umberto Marino,A sick young man lives an intense love story with a female tramp.,104,La fiamma sul ghiaccio
126,5.8,Antti-Jussi Annila,Antti-Jussi Annila,"Thousands of years ago in ancient China, a love struck sword hero fights against his destiny. He wants another chance to be reunited with his loved one and he gets that chance, in a far away place and a far away time, in the cold north, in modern Finland. Jade Warrior is set in ancient China early iron age and present day Finland. The past is feeding the story in pres... Leer todo",104,Jade Warrior
127,6.2,Bryan Barber,Bryan Barber,"At a sexy, sizzling nightclub, pianist Percival lives life by the rules, while Rooster, the club's flashy lead performer, struts his stuff on the stage. But all changes when greed, fame and murder threaten to destroy them and the joint.",121,Ritmo salvaje
128,6.3,Damon Wayans,Damon Wayans,No tiene datos,104,Behind the Smile
129,5.7,Hans Petter Moland,"Hans Petter Blad, Dag Solstad","A drama focused on Norwegian society in the 1970s, an era dominated by Marxism and Leninism.",123,Gymnaslærer Pedersen
130,5.8,Justin Lin,Dave Collard,Un joven de origen humilde cumple su sueño de asistir a la academia de marines Annapolis.,108,El desafío (Annapolis)
131,6.3,Jason Matzner,Tom Willett,A young woman who lives in a desert trailer park must choose between caring for her hapless father and sick friend or fulfilling her own destiny.,88,Dreamland
132,5.1,Raúl Ruiz,Raúl Ruiz,"Retrato del artista austríaco Gustav Klimt, cuyos retratos sexualizados simbolizan el estilo art nouveau de finales del siglo XIX.",131,Klimt
133,6.7,Dominik Graf,"Karin Aström, Michael Klier, Günter Schütter","A coming-of-age story set in Germany in the 1960s. Siggi becomes involved in a love triangle when he falls for Luise, but the tightening political climate forces him to make a fateful decision.",128,Der rote Kakadu
134,6.0,Murray Robinson,Murray Robinson,"Peter is studying to be a Jesuit priest when he is sent to the Gulf Coast to work at a soup kitchen with an older priest and Jill, a beautiful volunteer who makes him rethink taking his vows.",89,The Novice
