,0,1,2,3,4,5
28,5.7,Matt Bissonnette,"Matt Bissonnette, Steven Clark","Ted, his girlfriend Jo, and his brother Johnny are small-time robbers in Montreal. The brothers spend their time watching TV, while Jo rereads Leonard Cohen's novel ""Beautiful Losers"" and attends writing classes. Luka, a Czech immigrant, picks up Jo when he sees her shoplifting. When Johnny surprises Luka kissing Jo, he attacks him. In the ensuing fight Jo accidentall... Leer todo",87,Looking for Leonard
29,No tiene datos,Marco Colli,"Marco Colli, Gianni Di Gregorio, Idolina Landolfi","Two spinsters, one a religious fanatic in thrall to a TV preacher, live with their elderly mother, a corrupt, randy maid and a pet monkey inherited from their dead father in an apartment of the Dickensian condo they own. The maid marries for money but scorns her husband in favour of a younger lover. Meanwhile the pet monkey secretly lets himself out of his cage at nig... Leer todo",No tiene datos,Viva la scimmia
30,4.8,João Mário Grilo,"João Mário Grilo, Luís Carmelo","Twenty-five years after leaving school, a group of former students decide to organise a reunion. But, contrary to expectations, these ""old boys"" realise that time has accentuated their differences. The atmosphere is tense, the conversation taut and the old grudges resurface in no time.",89,A Falha
31,4.3,Michael Paul Girard,Michael Paul Girard,"An attractive woman detective, expert in cases of conjugal infidelity is hired by a mysterious millionaire, unaware that she will get involved in a feverish love triangle to gather all the evidence she needs to finish the case.",90,Secret Pleasures
32,5.0,Renzo Badolisani,"Renzo Badolisani, Domenico Rafele",No tiene argumento,102,Tornare indietro
33,6.8,Giulio Cingoli,"Dario Fo, Giulio Cingoli, Luca Raffaelli",No tiene argumento,No tiene datos,Johan Padan a la descoverta de le Americhe
34,6.4,Bret Carr,Bret CarrQuinn K. RedekerMary Helen Shashy,No tiene datos,76,2 Birds with 1 Stallone
35,6.7,Hans Canosa,"Hans Canosa, Gabrielle Zevin",1960's Harvard Professor is having an affair with his (male) teaching assistant.,80,Alma Mater
36,5.7,John Bolton,John Bolton,No tiene datos,106,The Water Game
37,4.6,Manuel Pradal,Manuel Pradal,"An F.B.I. Agent from America and his bride and young child travel to the Sicilian island of Ginostra, to solve the murder of a key witness.",139,El misterio de Ginostra
38,5.8,Larry Clark,"Harmony Korine, Larry Clark",Ken Park trata sobre la vida de varios patinadores de california y de su relación con sus padres y sin ellos.,93,Ken Park
39,4.8,Julie Delpy,"Julie Delpy, Emily Wagner","Al, a French living in Los Angeles, organized a barbecue for the birthday party of her friend V., whose party is filmed. As Jimmy, Al's boyfriend, does not come and left no news, Al and V. go looking for him.",90,Looking for Jimmy
40,5.5,Alfredo Ramos,Alfredo Ramos,Carefree days come to an end when three Latino friends face personal crises in Los Angeles.,91,Road Dogz
41,5.7,Leonel Vieira,"Ferreira de Castro, Izaías Almada, João Nunes","Young man, of Portuguese nobility ascendancy, starts working in a rubber plantation in the Amazon, in 1912, and falls in love with pretty Yayá, a married woman.",105,La selva
42,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos
43,6.3,Giuseppe Ferrara,Armenia Balducci,"This movie attempts to reconstruct the bankruptcy of the Banco Ambrosiano and its liaisons with the Vatican and the Masonry through the story of its President Roberto Calvi (Omero Antonutti), who was notoriously found dead under the Blackfriars Bridge in London, England in June 1982.",125,Los banqueros de Dios
44,7.3,Rolf de Heer,Rolf de Heer,"Fanatic is a government trooper who is heading an expedition to find an Aboriginal man accused of murdering a white woman. Others in the expedition are the Follower, a greenhorn trooper, the Veteran, and the Tracker.",90,The Tracker
45,7.5,James Hill,James Hill,Enzo Morelli (Michael) puts his dream of becoming an opera singer aside so he can send his son to Harvard.,105,The Streetsweeper
46,4.7,Malena Roncayolo,Claudia Nazoa,"Highlighting the Mexican star Luis Felipe Tovar, (""The Mexican"" ""La Virgen la lujuria"" Cilantro y Perejil"", ""Atletico San Pancho"", ""Todo el Poder"" and others) and the sexy Latin American actress Mimi Lazo. In the small town of San Jorge, a 12- year-old girl watches in horror as her father, a local telegraph operator is thrown in prison by the local military dictatorsh... Leer todo",104,Asesinato en lunes de carnaval
47,7.2,Pedro Carvajal,"Ana Álvarez, José Antonio Rodríguez, Eloy Azorín",No tiene argumento,No tiene datos,Cuba
48,5.3,Myra Paci,Myra Paci,"A young woman, coping with the death of her father, embarks on a quest to meet a Hollywood star with whom she has become obsessed.",88,Searching for Paradise
49,5.2,Richard Friedman,"Darrel Campbell, Gene Bicknell",An escaped convict redeems himself through the love of two young children.,111,La redención del fantasma
50,6.7,P.J. Hogan,Jocelyn Moorhouse,"Grace, a la que su marido acaba de dejar, se marcha a Inglaterra para asistir al entierro de su cantante favorito Victor, y conoce a Dirk, la pareja del mismo, que vuelve a Chicago con ella esperando encontrar al asesino de Victor.",124,Amor sin condiciones
51,7.5,Martin Scorsese,Jay Cocks,"En 1862, Amsterdam Vallon regresa a la zona de Five Points, en Nueva York, en busca de venganza contra Bill el Carnicero, el asesino de su padre.",167,Gangs of New York
52,5.8,James Slocum,James Slocum,"Rob Baskin, a businessman who travels to Lake Tahoe in order to spread the ashes of his late mother, meets Ann Field, a woman who'll change his life forever.",88,The Last Place on Earth
53,6.6,Charles Binamé,Pierre Billon,A young woman is forced to marry an old greedy man to save her father from bankruptcy although she has promised her heart to another man.,110,Séraphin: un homme et son péché
54,5.4,Zev Berman,Deborah Pryor,A woman becomes immersed in a brutal love triangle when an unwelcomed admirer kills her abusive husband even though she's already having an affair.,103,Juego deshonesto
55,5.4,K.S. Adiyaman,K.S. Adiyaman,"Gopal's blissful married life with Radha blemishes when Radha gets obsessed with the career of her friend, Suraj, who is a singer. Ripped apart by jealousy, Gopal deserts Radha.",174,Hum Tumhare Hain Sanam
56,6.3,Carlos Orgambide,Ricardo CorderoPedro Orgambide,No tiene datos,90,Temporal
57,6.0,Laurent Bouhnik,"Laurent Bouhnik, Gilles Taurand, Stefan Zweig","Set in 1913, 1936 and 2001. When he returns to casino and sea-side resort of his early adolescence, Louis.",107,24 heures de la vie d'une femme
58,4.8,Inês de Medeiros,"Isabel de Castro, Milton Fernandes, Vilson Sousa",No tiene argumento,70,O Fato Completo Ou À Procura De Alberto
59,No tiene datos,Rodney Washington,Rodney Washington,No tiene datos,70,McAllister Affair: The Gathering
60,5.6,Scott Kalvert,Paul Kimatian,"Bobby, a member of The Deuces, and the sister of the rival Vipers member fall in love, promoting a street war between the two factions.",100,Jóvenes salvajes
61,6.9,Lucas Belvaux,Lucas Belvaux,"After nearly fifteen years behind bars, lefty revolutionary Bruno escapes and heads back to Grenoble, France. His plan? Settle some old scores, hook up with his foxy ex-lover, and avoid the cop on his tail. An unexpected event, however, brings cop and crook closer than they ever could have expected.",111,Escapando
62,7.4,Gino Cabanas,"Gino Cabanas, Steve Stavrakis","The story of two brothers from a small Floridian coastal fishing town. Ray, the conflicted attorney, is haunted by the memory of his recently deceased brother Paul.",90,The Cross
63,5.5,Andrew Davis,Ronald Roose,"Cuando su familia es asesinada en un acto terrorista, un bombero va en busca del responsable.",108,Daño colateral
64,7.0,Lucas Belvaux,Lucas Belvaux,"In the final chapter of director Belvaux's trilogy, Pascal, now a disgraced cop, seeks redemption by capturing Bruno, a fugitive with a strange connection to Agnes, Pascal's heroin-addicted wife.",124,Después de la vida
65,7.0,D.J. Caruso,Tony Gayton,"Después de un trágico incidente, un hombre se adentra en un mundo poblado por matones y adictos a la velocidad.",103,The Salton Sea
66,4.7,Kevin R. Hershberger,Kevin R. Hershberger,"The story unfolds over a single horrifying night - six soldiers lost in the wicked, burning woods during the Battle of the Wilderness in 1864. When the morning sun rises, it exposes an incredible new danger.",102,Wicked Spring
67,5.2,Michael Rymer,Anne Rice,"El vampiro Lestat se convierte en estrella del rock cuya música despierta a la Reina de los Vampiros, tan bella como monstruosa.",104,La reina de los condenados
68,7.5,Sanjay Leela Bhansali,Sarat Chandra Chattopadhyay,"Después de que su adinerada familia le prohíbe casarse con la mujer de la que está enamorado, la vida de Devdas cae en una espiral descendente mientras toma alcohol y una vida de vicio para aliviar el dolor.",185,Devdas
69,7.3,Kurt Wimmer,Kurt Wimmer,"En un futuro opresivo en el que todas las formas de sentimiento son ilegales, un hombre encargado de hacer cumplir la ley se levanta para derrocar el sistema y el Estado.",107,Equilibrium
70,6.9,Peter Care,Chris Fuhrman,"A group of Catholic school friends, after being caught drawing an obscene comic book, plan a heist that will outdo their previous prank and make them local legends.",104,La peligrosa vida de los altar boys
71,4.9,Ralph Clemente,Stephen Bowles,"When a young Japanese woman is found murdered outside a small Florida town in December of 1941, hard-drinking police chief John Haleran sets out to unravel the mystery. A trail of cryptic clues leads him to a nearby U.S. military base, where he learns that what appears to be a simple homicide is actually far more ominous. In fierce pursuit of the truth and unwittingly... Leer todo",91,Florida City
72,6.6,Alexander Johnston,"Alexander Johnston, Jerry Bledsoe","Two small town boys sharing paper route. ""Whitey"" Black lives in poverty with his single mother and young middle class Jerry Barlow. When Whitey wants to buy his small sister a doll it all opens their eyes to the vastness life around them.",93,El pequeño angel
73,6.3,Michael Petroni,Michael Petroni,"A man returns to Victoria, Australia, where he grew up, and encounters a mysterious woman who reminds him of someone he once knew.",101,Till Human Voices Wake Us
74,4.5,Helle Ryslinge,"Sven Wanda Omann, Helle Ryslinge",A warm-hearted and biting romance about the impossible love between a Danish woman and a Turkish man,120,Halalabad Blues
75,6.5,Shekhar Kapur,A.E.W. Mason,"Un oficial británico renuncia a su posición justo antes de una batalla, y más tarde recibe cuatro plumas blancas de allegados como símbolos de lo que consideran su cobardía.",132,Las cuatro plumas
76,4.9,Gilles de Maistre,"Christophe Graizon, Gilles de Maistre","Alain, of North African origin, lives with the memory of his sister, kidnapped before his eyes by a neo-Nazi group when they were children. Added to this is the murder of his best friend by the head of security of ""La Ligue patriotique"", a powerful far-right party. Alain then decides, both out of personal vengeance and political conviction, to assassinate Hugues Henry... Leer todo",97,Féroce
77,2.0,K. Asher Levin,K. Asher Levin,"A harrowing, modern day morality tale about kids who have had too much, too soon.",85,Sweetie Pie
78,6.4,Grant Heslov,Candice Levenson,A cynical man returns to his family's homestead in Texas and starts up a golf course with his brothers and sisters.,88,Par 6
79,5.8,Peter Gilbert,"Davida Wills Hurwin, Kara Lindstrom","Their love of dance, and their friendship, is challenged for two high school girls when one is diagnosed with cancer.",100,A Time for Dancing
80,5.6,Patrick Harkins,John Hodge,A rivalry develops between a showbiz veteran and an upstart newcomer.,85,The Final Curtain (El último acto)
81,5.1,James Dalthorp,Steven Owsley,"Texas cop Thomas Carruth is not just any police officer. He delivers justice -- justice at any price -- with just his badge and trusty bullet, and he's a one-man judge, jury and executioner looking for any punks who do wrong.",95,Cottonmouth
82,5.9,Austin Chick,Austin Chick,"Three friends begin a dangerous three-way relationship that spirals out of control, leading to dire consequences that haunt them ten years later.",91,XX/XY
83,4.9,Fisher Stevens,Patrick Breen,A group of thirtysomethings having problems with fidelity gets an opportunity to turn back the clock.,89,Beso en Manhattan
84,4.0,Masashi Nagadoi,"Masashi Nagadoi, Adam Baratta","A handsome L.A. playboy juggles four gorgeous girlfriends, searches for true love, and gets involved in an elaborate con.",84,Cruel Game
85,6.1,John Woo,John Rice,"Dos marines estadounidenses de la Segunda Guerra Mundial son asignados para proteger a los marines navajos, que utilizan su idioma nativo como una clave de radio inquebrantable.",134,Windtalkers
86,7.7,Kevin Reynolds,Alexandre Dumas,"Un joven, falsamente encarcelado por su celoso ""amigo"", escapa y utiliza un tesoro escondido para vengarse.",134,La venganza del conde de Montecristo
87,4.6,James Gavin Bedford,"Jesse Graham, William Shakespeare",Turf wars. Violent betrayals. A family torn apart by greed and jealousy. And one man who wants to rule the gang-ravaged streets of East L.A.,91,King Rikki
88,6.9,Tom Tykwer,Krzysztof Kieslowski,"Una mujer se toma la justicia por su mano después de que la policía ignore sus súplicas para arrestar al hombre responsable de la muerte de su esposo, y acaba bajo arresto por asesinato y enamorándose de un oficial.",97,"Heaven, de Tom Tykwer"
89,6.6,Greg Pritikin,Greg Pritikin,"An ex-office worker becomes a ventriloquist, leading to a date with his unemployment counselor; but his quirky family and a gauche female friend may thwart his new career and love life.",91,"Dummy, el muñeco"
90,6.3,Agnieszka Holland,"Agnieszka Holland, Roman Gren, Arlene Sarner",A desperate mother (Miranda Otto) in the midst of a failing marriage travels to Poland in search of a mysterious man rumored to have miraculous healing powers in this fantastic romantic drama.,118,Julie vuelve a casa
91,4.7,Jesse Vaughan,Bradley Allenstein,"Una estrella del baloncesto es expulsada de la NBA cuando sus travesuras en la cancha van demasiado lejos, así que se hace pasar por mujer y se une a la WUBA.",91,Juwanna Mann
92,3.1,Vikram Bhatt,"Robin Bhatt, Girish Dhamija, Sanjeev Duggal","The daughter of a rich criminal industrial tycoon falls in love with a college boy. The tycoon, what a surprise, objects...",180,Aap Mujhe Achche Lagne Lage
93,7.0,Miles Swain,Miles Swain,"Romance, politics, sex and humor all collide during two men's 11-year journey of passion, self-discovery and adventure.",95,The Trip
94,6.5,Darrell Warren,Darrell Warren,No tiene datos,2002,Even Steven
95,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos
96,6.1,Timothy J. Nelson,Timothy J. Nelson,"United States, 1964. Bobbie Dean is a boyish girl who has an extraordinary talent for basketball. Because she's a girl, Bobbie is limited in her playing. She can only compete in girl's basketball, that has restricted rules and is hardly taken serious by anyone. When Bobbie is helping her father making a delivery, some boys are playing ball. They assume she is a boy an... Leer todo",94,Jumping for Joy
97,5.6,Kai Lehtinen,"Kai Lehtinen, Petter Sairanen","A young border guard falls in love with a beautiful but mysterious Lappish woman, unaware of her dark past.",102,Umur
98,No tiene datos,Steve Kanaly,Kevin BodeKevin A. Bode,No tiene datos,No tiene datos,Leaving the Land
99,6.7,Adrian Lyne,Claude Chabrol,El matrimonio de una pareja en las afueras de Nueva York se tambalea cuando ella tiene una aventura.,125,Infiel
100,6.8,Jonee Ansa,Jonee AnsaTina McElroy Ansa,No tiene datos,No tiene datos,Baby of the Family
101,5.2,Charles Jarrott,Louis Eppolito,"The story of three friends who grew up in the same tough neighborhood and chose three very different paths. Joey became a cop, Frank became a priest, and Bobby went into the family business. No matter what happened, their loyalty was always to each other... until their friendship was given the ultimate test. Philly Russo, a father figure to the three friends, turns ou... Leer todo",96,Turn of Faith
102,7.1,Nick Cassavetes,James Kearns,John Quincy Archibald toma rehenes en la sala de urgencias de un hospital cuando su seguro no cubre el trasplante de corazón de su hijo.,116,John Q
103,6.3,Gregory Hoblit,John Katzenbach,Un estudiante de derecho convertido en teniente durante la Segunda Guerra Mundial es capturado y se le pide que defienda a un prisionero de guerra negro acusado falsamente de asesinato.,125,La guerra de Hart
104,5.4,Wayne Wang,John Hughes,"Un candidato a senador se enamora de una empleada de hotel, creyendo que es de la alta sociedad, cuando la ve probarse un vestido de una mujer rica.",105,Sucedió en Manhattan
105,5.2,Mikon A. Haaksman,Mikon A. Haaksman,No tiene datos,No tiene datos,97 Brooks
106,7.4,Phillip Noyce,Doris Pilkington,"En 1931, tres niñas, mitad blancas y mitad aborígenes, escapan después de ser corridas de sus casas para recibir formación como empleadas domésticas.",94,Generación robada
107,5.4,Kaige Chen,Sean French,Una mujer enfrenta consecuencias mortales por abandonar su relación amorosa con su novio para perseguir emocionantes escenarios sexuales con un misterioso alpinista famoso.,104,Suavemente me mata
108,6.8,Max Myers,Max Myers,"Scott Wilson plays Jimmy Ray in this movie. He's a rockabilly star who's a legend both because of his great hits and because he gave up music very young when his brother was killed. Now, years later he has two sons and they have a band. Jimmy Ray is an alcoholic, still consumed by his grief and angry with his sons for wanting to play music. His wife, Katharine Ross, t... Leer todo",87,Don't Let Go
109,8.5,Roman Polanski,Ronald Harwood,Un músico judío polaco lucha por sobrevivir a la destrucción del gueto de Varsovia durante la Segunda Guerra Mundial.,150,El pianista
110,6.1,Bob Clark,Bill Boyle,"Against a backdrop of clashing cultures, John Myron and Angela Wilson find each other and over the years form a powerful bond. One tragic night, John rescues Angela from a wicked act of betrayal. Faced with its aftermath, Angela flees town, unaware that she has put into motion a dramatic and intense string of events that will forever change the course of their lives. ... Leer todo",101,Now & Forever
111,7.7,Sam Mendes,Max Allan Collins,"En el Illinois de los años 30, el hijo de un mafioso es testigo de un asesinato que les obliga a él y a su padre a emprender el camino de la redención y la venganza.",117,Camino a la perdición
112,5.2,Alan Ari Lazar,Ronnie Apteker,"A software developer becomes a billionaire and is distracted by fame, greed and power, then must save his invention and company from a hostile takeover.",96,Purpose
113,5.5,Andi Rogenhagen,Andi Rogenhagen,"Medical student and petty dealer Paul tastes his own stuff one night and ends up in the hospital. His father locks him up in a dog kennel at home for withdrawal. Meanwhile, the brutal drug dealer Ingo is looking for Paul.",89,Die Frau die an Dr. Fabian zweifelte
114,6.3,Neil LaBute,A.S. Byatt,A pair of literary sleuths unearth the amorous secret of two Victorian poets only to find themselves falling under a passionate spell.,102,Posesión
115,6.3,Jorge Alí Triana,"Jorge Alí Triana, Alberto Quiroga, Manuel Arias","A soap opera actor wants to finish Bolivar's dream of a ""Great Colombia"": a super-state of 5 Latin-American countries to stop institutional chaos, lack of opportunity and ignite the rebuilding of the region after 160 years of internal war.",93,Bolivar soy yo
116,6.4,Carl Franklin,Joseph Finder,"La abogada Claire Kubik ve cómo su mundo da un vuelco cuando su marido, que vivía con un nombre falso, es detenido por la policía militar y juzgado por el asesinato de unos aldeanos mientras estaba en la Marina.",115,Toda la verdad
117,7.2,Alexander Payne,Louis Begley,"Un hombre recientemente jubilado se embarca en un viaje hacia la boda de su hija, solo para descubrir más sobre sí mismo y la vida de lo que esperaba.",125,A propósito de Schmidt
118,6.8,David Fincher,David Koepp,"Una mujer divorciada y su hija diabética se refugian en la habitación del pánico de su nueva casa, cuando tres hombres irrumpen en ella en busca de una fortuna desaparecida.",113,La habitación del pánico
119,7.0,Phillip Noyce,Graham Greene,Un viejo reportero británico compite con un joven médico estadounidense por el afecto de una bella mujer vietnamita.,101,El americano impasible
120,6.1,Tom Shadyac,"Brandon Camp, Mike Thompson, David Seltzer",Un médico afligido es contactado por su esposa fallecida a través de las experiencias cercanas a la muerte de sus pacientes.,104,Dragonfly (La sombra de la libélula)
121,6.6,Joel Zwick,Nia Vardalos,"Una joven griega se enamora de un no griego y lucha por conseguir que su familia lo acepte, mientras ella se enfrenta a su herencia e identidad cultural.",95,Mi gran boda griega
122,7.0,Charles Stone III,Azie Faison Jr.,"A young man from Harlem, forced to cope with the 1980s drug scene, builds an illegal empire, only to have a crisis of conscience.",97,Paid in Full
123,6.1,Andrew Niccol,Andrew Niccol,"La película de un productor está en peligro cuando su estrella se marcha, por lo que decide crear digitalmente una actriz, convirtiéndose de la noche a la mañana en una sensación que todo el mundo piensa que es una persona real.",117,Simone
124,6.7,Pascal Morelli,"Hugo Pratt, Natalia Borodin, Thierry Thomas","In 1918, civil wars are tearing Russia and China apart. Laconic adventurer Corto Maltese is hired by a Chinese secret society to capture a train that's taking Tzar's gold abroad. His friend Rasputin joins him, but only hell awaits them.",92,CortoMaltés: La película
125,6.4,Paul McGuigan,"Barry Unsworth, Mark Mills","Un sacerdote en fuga se une a una banda ambulante de actores, que luego descubren que hubo un asesinato, ellos tratan de resolverlo recreando el crimen en una obra de teatro.",112,El misterio de Wells
126,6.1,Robert J. Emery,"Don Robertson, Robert J. Emery","The scrapbook of most teenagers shows family members and friends at a picnic, at the high school basketball game, at Disneyland. Morris Bird III's, however, paints a different picture. This happy-go-lucky, all-American kid whose only wish in life is to get laid by his cute, but hesitant girlfriend suddenly faces terminal cancer, bringing painful and difficult issues t... Leer todo",105,Swimming Upstream
127,No tiene datos,Pablo Perelman,Pablo Perelman,No tiene datos,No tiene datos,Cazador de sombras
128,6.3,Jochen Breitenstein,Sandra Hoerger,This is a documentary which tells the story of Toni Hagen who was the first who was allowed to travel the himalaya kingdom Nepal. While he crisscrossed the country he found thousands of tibetan refugees. This changed his live.,92,The Ring of the Buddha
129,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos
130,6.1,Jean-François Stévenin,Jean-François Stévenin,"An old man in dressing gown and slippers is abandoned by his family on an area of highway while on vacation. He later finds himself in a hospital where a nurse, Gégène, calls him Mischka.",117,Mischka
131,6.3,J. Mills Goodloe,J. Mills Goodloe,Un drama que gira en torno a personajes cuyas vidas se transforman un verano en un exclusivo club de campo.,112,Un juego de caballeros
132,5.9,Franc. Reyes,Franc. Reyes,A successful South Bronx drug dealer turns his back on his roots and gives money to a Wall Street broker to invest for him.,90,Empire
133,6.6,Rodrigo Triana,Jörg Hiller,"The neighborhood La Estrella, in Bogotá, is inhabited by families displaced by the violence. Before the event which is the arrival of the electric light, that night there is a celebration. Cristancho and Brochero families, neighbors, friends and leaders of La Estrella, will be involved in a series of incidents and jokes.",95,Como el gato y el ratón
134,6.5,Roger Michell,Chap Taylor,La historia de como un accidente de coche en Nueva York se convierte en una guerra entre un joven abogado y un hombre de negocios.,98,Al límite de la verdad
135,5.5,Fernando Trueba,Juan Marsé,"Después de la Guerra Civil Española, un hombre ofrece a unos chicos historias sobre las hazañas de sus padres en China.",119,El embrujo de Shanghái
136,4.3,Tom Whitus,Tom Whitus,"This is the story of a girl, her dog, and a man who needs to regain his self-reliance. Curtis Peterson, a strong, vital man in his late twenties, and his wife Marie want to start a family. Tragedy strikes when Curtis is paralyzed in a construction accident. Meanwhile, another family welcomes an addition to its household. Teenager Steve Barnett adopts an 8 week old pup... Leer todo",85,Mucho más que un cachorro
137,7.1,Paul F. Ryan,Paul F. Ryan,A high school shooting has repercussions on the town and students.,133,Oscura perversión
138,5.0,D. Charles Griffith,"Chris Provenzano, Robert Zimmer Jr.D. Charles Griffith","Set during the garage-band era of the 1990's, a group of rock-and-roll slackers hit the road to make it big on their one final tour hoping to avoid a life of 9-to-5 mediocrity.",89,"Thank You, Good Night"
139,6.4,Mark Pellington,Richard Hatem,"Un reportero llega a un pequeño pueblo de Virginia Occidental para investigar una serie de extraños sucesos, incluyendo visiones psíquicas y la aparición de extrañas entidades.",119,Mothman: La última profecía
